human gene	mouse gene	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000225733	ENSMUSG00000108310	0.24750499	0.409090909
ENSG00000225733	ENSMUSG00000108574	0.174950298	0.380952381
ENSG00000225733	ENSMUSG00000108625	0.283095723	0.47826087
ENSG00000225733	ENSMUSG00000108751	0.186878728	0.333333333
ENSG00000225733	ENSMUSG00000108784	0.182539683	0.380952381
ENSG00000226567	ENSMUSG00000108297	0.468858131	0.764705882
ENSG00000227929	ENSMUSG00000097579	0.601754386	0.9375
ENSG00000227929	ENSMUSG00000108103	0.693548387	0.882352941
ENSG00000228242	ENSMUSG00000108308	0.567729084	0.666666667
ENSG00000228242	ENSMUSG00000108526	0.503984064	0.7
ENSG00000228242	ENSMUSG00000108584	0.591269841	0.666666667
ENSG00000228351	ENSMUSG00000100219	0.587737844	0.7
ENSG00000228351	ENSMUSG00000107559	0.513513514	0.538461538
ENSG00000228723	ENSMUSG00000097579	0.61754386	0.9375
ENSG00000228723	ENSMUSG00000108103	0.684587814	0.882352941
ENSG00000230082	ENSMUSG00000097994	0.486111111	0.696969697
ENSG00000230082	ENSMUSG00000107937	0.555166375	0.823529412
ENSG00000230082	ENSMUSG00000107944	0.579124579	0.714285714
ENSG00000230082	ENSMUSG00000108024	0.514991182	0.742857143
ENSG00000230082	ENSMUSG00000108154	0.482638889	0.676470588
ENSG00000230172	ENSMUSG00000087317	0.4	0.565217391
ENSG00000230172	ENSMUSG00000108199	0.359139785	0.52173913
ENSG00000230172	ENSMUSG00000108310	0.371257485	0.52173913
ENSG00000230172	ENSMUSG00000108625	0.409368635	0.608695652
ENSG00000230599	ENSMUSG00000087053	0.56122449	0.771428571
ENSG00000230599	ENSMUSG00000087083	0.657657658	0.794117647
ENSG00000231177	ENSMUSG00000087053	0.539115646	0.861111111
ENSG00000231177	ENSMUSG00000087083	0.511711712	0.805555556
ENSG00000231177	ENSMUSG00000097994	0.623263889	0.916666667
ENSG00000231177	ENSMUSG00000107937	0.565674256	0.805555556
ENSG00000231177	ENSMUSG00000107944	0.409090909	0.527777778
ENSG00000231177	ENSMUSG00000108024	0.617283951	0.888888889
ENSG00000231177	ENSMUSG00000108137	0.615916955	0.888888889
ENSG00000231177	ENSMUSG00000108154	0.621527778	0.916666667
ENSG00000231401	ENSMUSG00000044574	0.774793388	0.615384615
ENSG00000231401	ENSMUSG00000107893	0.894067797	0.888888889
ENSG00000235629	ENSMUSG00000087317	0.391836735	0.5
ENSG00000235629	ENSMUSG00000108199	0.350537634	0.476190476
ENSG00000235629	ENSMUSG00000108310	0.431137725	0.590909091
ENSG00000235629	ENSMUSG00000108625	0.409368635	0.52173913
ENSG00000235830	ENSMUSG00000097579	0.594736842	0.911764706
ENSG00000235830	ENSMUSG00000108103	0.704301075	0.911764706
ENSG00000236999	ENSMUSG00000087053	0.62414966	0.885714286
ENSG00000236999	ENSMUSG00000108297	0.558823529	0.882352941
ENSG00000240288	ENSMUSG00000087053	0.545918367	0.914285714
ENSG00000240288	ENSMUSG00000087083	0.518918919	0.857142857
ENSG00000240288	ENSMUSG00000097994	0.625	0.914285714
ENSG00000240288	ENSMUSG00000107937	0.560420315	0.8
ENSG00000240288	ENSMUSG00000107944	0.404040404	0.514285714
ENSG00000240288	ENSMUSG00000108024	0.619047619	0.885714286
ENSG00000240288	ENSMUSG00000108137	0.62283737	0.942857143
ENSG00000240288	ENSMUSG00000108154	0.625	0.942857143
ENSG00000251576	ENSMUSG00000108310	0.417165669	0.636363636
ENSG00000251576	ENSMUSG00000108574	0.487077535	0.8
ENSG00000251576	ENSMUSG00000108751	0.50695825	0.842105263
ENSG00000251576	ENSMUSG00000108784	0.501984127	0.8
ENSG00000254485	ENSMUSG00000085012	0.472727273	0.777777778
ENSG00000254485	ENSMUSG00000086429	0.637271215	0.916666667
ENSG00000254485	ENSMUSG00000090194	0.492462312	0.861111111
ENSG00000254485	ENSMUSG00000107455	0.642975207	0.944444444
ENSG00000254485	ENSMUSG00000107812	0.476666667	0.805555556
ENSG00000255021	ENSMUSG00000108310	0.413173653	0.636363636
ENSG00000255021	ENSMUSG00000108574	0.483101392	0.8
ENSG00000255021	ENSMUSG00000108751	0.502982107	0.842105263
ENSG00000255021	ENSMUSG00000108784	0.498015873	0.8
ENSG00000260902	ENSMUSG00000087317	0.391836735	0.590909091
ENSG00000260902	ENSMUSG00000108199	0.350537634	0.545454545
ENSG00000260902	ENSMUSG00000108310	0.345309381	0.5
ENSG00000260902	ENSMUSG00000108625	0.382892057	0.565217391
ENSG00000269886	ENSMUSG00000085012	0.585123967	0.777777778
ENSG00000269886	ENSMUSG00000086429	0.485856905	0.657142857
ENSG00000269886	ENSMUSG00000090194	0.584589615	0.722222222
ENSG00000269886	ENSMUSG00000107455	0.467768595	0.628571429
ENSG00000269886	ENSMUSG00000107560	0.484210526	0.571428571
ENSG00000269886	ENSMUSG00000107812	0.59	0.75
ENSG00000269894	ENSMUSG00000107937	0.548161121	0.794117647
ENSG00000269894	ENSMUSG00000107944	0.580808081	0.771428571
ENSG00000269894	ENSMUSG00000108024	0.504409171	0.714285714
ENSG00000269982	ENSMUSG00000097994	0.491319444	0.696969697
ENSG00000269982	ENSMUSG00000107937	0.556917688	0.823529412
ENSG00000269982	ENSMUSG00000107944	0.575757576	0.714285714
ENSG00000269982	ENSMUSG00000108024	0.518518519	0.742857143
ENSG00000269982	ENSMUSG00000108154	0.487847222	0.676470588
ENSG00000271716	ENSMUSG00000097671	0.235815603	0.121212121
ENSG00000271716	ENSMUSG00000107560	0.233333333	0.117647059
ENSG00000271716	ENSMUSG00000107723	0.236654804	0.117647059
ENSG00000271716	ENSMUSG00000107846	0.251760563	0.142857143
ENSG00000272483	ENSMUSG00000097671	0.234042553	0.121212121
ENSG00000272483	ENSMUSG00000107560	0.231578947	0.117647059
ENSG00000272483	ENSMUSG00000107723	0.234875445	0.117647059
ENSG00000272483	ENSMUSG00000107846	0.25	0.142857143
ENSG00000283392	ENSMUSG00000107794	0.392638037	0.545454545
ENSG00000224514	ENSMUSG00000100680	0.478431373	0.5
ENSG00000224514	ENSMUSG00000108804	0.485380117	0.47826087
ENSG00000228242	ENSMUSG00000100680	0.58627451	0.636363636
ENSG00000228242	ENSMUSG00000108804	0.573099415	0.608695652
ENSG00000244502	ENSMUSG00000085624	0.494845361	0.321428571
ENSG00000244502	ENSMUSG00000107397	0.451485149	0.296296296
ENSG00000244502	ENSMUSG00000107882	0.493723849	0.321428571
ENSG00000244502	ENSMUSG00000108158	0.479591837	0.310344828
ENSG00000255021	ENSMUSG00000097693	0.49609375	0.545454545
ENSG00000226302	ENSMUSG00000084995	0.212553495	0.136363636
ENSG00000231873	ENSMUSG00000097820	0.196275072	0.136363636
ENSG00000203506	ENSMUSG00000079669	0.622262774	0.333333333
ENSG00000223797	ENSMUSG00000086365	0.265646732	0.3
ENSG00000223797	ENSMUSG00000100146	0.267955801	0.3
ENSG00000225548	ENSMUSG00000098161	0.369230769	0.210526316
ENSG00000225548	ENSMUSG00000103968	0.367346939	0.210526316
ENSG00000226302	ENSMUSG00000086365	0.292072323	0.2
ENSG00000226302	ENSMUSG00000100146	0.294198895	0.2
ENSG00000227260	ENSMUSG00000087469	0.667232598	0.333333333
ENSG00000229589	ENSMUSG00000097504	0.579684764	0.774193548
ENSG00000230830	ENSMUSG00000087038	0.627218935	0.333333333
ENSG00000230830	ENSMUSG00000089718	0.698380567	0.428571429
ENSG00000231873	ENSMUSG00000104494	0.226973684	0.148148148
ENSG00000232490	ENSMUSG00000098127	0.671691792	0.526315789
ENSG00000232490	ENSMUSG00000098191	0.670549085	0.526315789
ENSG00000235257	ENSMUSG00000086119	0.468421053	0.68
ENSG00000235493	ENSMUSG00000097402	0.377391304	0.307692308
ENSG00000235904	ENSMUSG00000079669	0.797445255	0.571428571
ENSG00000236452	ENSMUSG00000109890	0.44913928	0.384615385
ENSG00000251224	ENSMUSG00000052724	0.398002853	0.65
ENSG00000261468	ENSMUSG00000087469	0.723259762	0.833333333
ENSG00000261572	ENSMUSG00000052724	0.514978602	0.65
ENSG00000261572	ENSMUSG00000097967	0.434494196	0.631578947
ENSG00000272149	ENSMUSG00000074039	0.480796586	0.761904762
ENSG00000272334	ENSMUSG00000105592	0.355339806	0.166666667
ENSG00000279727	ENSMUSG00000105592	0.444660194	0.2
ENSG00000281100	ENSMUSG00000105592	0.442718447	0.2
ENSG00000239799	ENSMUSG00000087653	0.463362069	0.452830189
ENSG00000239801	ENSMUSG00000090861	0.451428571	0.366666667
ENSG00000240708	ENSMUSG00000097002	0.732432432	0.666666667
ENSG00000240777	ENSMUSG00000097002	0.786486486	0.833333333
ENSG00000240777	ENSMUSG00000109849	0.373205742	0.363636364
ENSG00000241472	ENSMUSG00000085883	0.67881549	0.375
ENSG00000241933	ENSMUSG00000090861	0.415238095	0.3
ENSG00000242428	ENSMUSG00000097898	0.566003617	0.8
ENSG00000243295	ENSMUSG00000097898	0.591320072	0.857142857
ENSG00000243572	ENSMUSG00000097002	0.624324324	0.666666667
ENSG00000244586	ENSMUSG00000097002	0.854054054	0.833333333
ENSG00000272146	ENSMUSG00000090861	0.474285714	0.4
ENSG00000280417	ENSMUSG00000087653	0.568965517	0.69047619
ENSG00000173811	ENSMUSG00000084995	0.419400856	0.56
ENSG00000173811	ENSMUSG00000092042	0.495021337	0.84
ENSG00000206552	ENSMUSG00000097820	0.455587393	0.5
ENSG00000225611	ENSMUSG00000084995	0.419400856	0.52
ENSG00000225611	ENSMUSG00000092042	0.504978663	0.8
ENSG00000227245	ENSMUSG00000084995	0.308131241	0.583333333
ENSG00000227245	ENSMUSG00000092042	0.40398293	0.6
ENSG00000230084	ENSMUSG00000097820	0.498567335	0.826086957
ENSG00000230530	ENSMUSG00000091661	0.530020704	0.636363636
ENSG00000230970	ENSMUSG00000084995	0.42510699	0.56
ENSG00000230970	ENSMUSG00000092042	0.482219061	0.84
ENSG00000232354	ENSMUSG00000097820	0.436962751	0.666666667
ENSG00000232455	ENSMUSG00000091661	0.49068323	0.636363636
ENSG00000233096	ENSMUSG00000084995	0.211126961	0.136363636
ENSG00000233509	ENSMUSG00000097322	0.458755427	0.548387097
ENSG00000233919	ENSMUSG00000084995	0.208273894	0.181818182
ENSG00000234617	ENSMUSG00000093598	0.432592593	0.485714286
ENSG00000234617	ENSMUSG00000097572	0.456973294	0.529411765
ENSG00000234617	ENSMUSG00000110029	0.46359584	0.529411765
ENSG00000235288	ENSMUSG00000097820	0.471346705	0.666666667
ENSG00000235845	ENSMUSG00000097736	0.269175109	0.315789474
ENSG00000235886	ENSMUSG00000093598	0.468148148	0.457142857
ENSG00000235886	ENSMUSG00000097322	0.285094067	0.35483871
ENSG00000235886	ENSMUSG00000097572	0.446587537	0.441176471
ENSG00000235886	ENSMUSG00000110029	0.44576523	0.441176471
ENSG00000236869	ENSMUSG00000090608	0.415349887	0.424242424
ENSG00000236869	ENSMUSG00000097322	0.479015919	0.548387097
ENSG00000261786	ENSMUSG00000097736	0.437047757	0.421052632
ENSG00000271192	ENSMUSG00000097736	0.473227207	0.421052632
ENSG00000271937	ENSMUSG00000092042	0.231863442	0.2
ENSG00000271937	ENSMUSG00000097322	0.421128799	0.451612903
ENSG00000271941	ENSMUSG00000093598	0.431111111	0.485714286
ENSG00000271941	ENSMUSG00000097572	0.455489614	0.529411765
ENSG00000271941	ENSMUSG00000110029	0.462109955	0.529411765
ENSG00000272077	ENSMUSG00000097736	0.342981187	0.421052632
ENSG00000272121	ENSMUSG00000093598	0.441481481	0.457142857
ENSG00000272121	ENSMUSG00000097322	0.382054993	0.387096774
ENSG00000273328	ENSMUSG00000084995	0.409415121	0.47826087
ENSG00000273328	ENSMUSG00000092042	0.495021337	0.68
ENSG00000279017	ENSMUSG00000090608	0.65462754	0.628571429
ENSG00000279017	ENSMUSG00000091172	0.58126195	0.657142857
ENSG00000279017	ENSMUSG00000097322	0.287988423	0.371428571
ENSG00000280435	ENSMUSG00000092042	0.238975818	0.16
ENSG00000280435	ENSMUSG00000093598	0.379259259	0.457142857
ENSG00000280435	ENSMUSG00000097322	0.374819103	0.387096774
ENSG00000281160	ENSMUSG00000084995	0.423680456	0.772727273
ENSG00000281160	ENSMUSG00000092042	0.348506401	0.36
ENSG00000239440	ENSMUSG00000107073	0.746770026	0.5
ENSG00000239462	ENSMUSG00000086827	0.84962406	0.527777778
ENSG00000239462	ENSMUSG00000104456	0.842105263	0.5625
ENSG00000239519	ENSMUSG00000045178	0.793258427	0.666666667
ENSG00000239519	ENSMUSG00000092599	0.890625	1
ENSG00000239767	ENSMUSG00000092599	0.765625	0.5
ENSG00000239828	ENSMUSG00000097694	0.830663616	0.6
ENSG00000240423	ENSMUSG00000087066	0.709401709	0.666666667
ENSG00000240476	ENSMUSG00000086827	0.838709677	0.527777778
ENSG00000240476	ENSMUSG00000104456	0.873449132	0.5625
ENSG00000241469	ENSMUSG00000097465	0.66384778	0.636363636
ENSG00000241648	ENSMUSG00000045178	0.885393258	1
ENSG00000241648	ENSMUSG00000092599	0.745535714	0.666666667
ENSG00000242759	ENSMUSG00000092276	0.80141844	0.6
ENSG00000243089	ENSMUSG00000104285	0.881266491	0.571428571
ENSG00000243296	ENSMUSG00000086827	0.431937173	0.222222222
ENSG00000243296	ENSMUSG00000104456	0.501259446	0.25
ENSG00000243701	ENSMUSG00000022639	0.85106383	0.8
ENSG00000244464	ENSMUSG00000086827	0.316753927	0.138888889
ENSG00000244464	ENSMUSG00000104456	0.380352645	0.15625
ENSG00000249474	ENSMUSG00000098371	0.728773585	0.6
ENSG00000256628	ENSMUSG00000102101	0.844705882	0.866666667
ENSG00000261292	ENSMUSG00000091562	0.820861678	0.485714286
ENSG00000261292	ENSMUSG00000099983	0.743764172	0.432432432
ENSG00000271856	ENSMUSG00000087066	0.798755187	0.692307692
ENSG00000272597	ENSMUSG00000022639	0.817966903	0.8
ENSG00000279277	ENSMUSG00000097465	0.775467775	0.583333333
ENSG00000240549	ENSMUSG00000079357	0.533180778	0.416666667
ENSG00000241359	ENSMUSG00000051729	0.597727273	0.545454545
ENSG00000243410	ENSMUSG00000079357	0.45410628	0.25
ENSG00000272181	ENSMUSG00000079357	0.451923077	0.25
ENSG00000239454	ENSMUSG00000052236	0.807692308	0.75
ENSG00000239454	ENSMUSG00000107421	0.80982906	0.5
ENSG00000239454	ENSMUSG00000107427	0.251509054	0.333333333
ENSG00000239454	ENSMUSG00000107579	0.83974359	0.75
ENSG00000239454	ENSMUSG00000107696	0.587866109	0.6
ENSG00000239454	ENSMUSG00000108274	0.576763485	0.6
ENSG00000239677	ENSMUSG00000052236	0.584199584	0.666666667
ENSG00000239677	ENSMUSG00000097834	0.685370741	0.714285714
ENSG00000239677	ENSMUSG00000107421	0.471933472	0.333333333
ENSG00000239677	ENSMUSG00000107427	0.621730382	0.666666667
ENSG00000239677	ENSMUSG00000107579	0.534303534	0.5
ENSG00000239677	ENSMUSG00000107696	0.802494802	0.833333333
ENSG00000239677	ENSMUSG00000108274	0.813278008	0.833333333
ENSG00000240405	ENSMUSG00000107902	0.837563452	0.888888889
ENSG00000240842	ENSMUSG00000108093	0.866336634	0.727272727
ENSG00000241158	ENSMUSG00000107655	0.567567568	0.3
ENSG00000241158	ENSMUSG00000108256	0.579462103	0.3
ENSG00000241158	ENSMUSG00000108286	0.626535627	0.3
ENSG00000241163	ENSMUSG00000107204	0.695652174	0.888888889
ENSG00000241163	ENSMUSG00000107461	0.638671875	0.727272727
ENSG00000241163	ENSMUSG00000107528	0.746361746	0.888888889
ENSG00000241163	ENSMUSG00000107558	0.72265625	0.888888889
ENSG00000241163	ENSMUSG00000107690	0.62890625	0.727272727
ENSG00000241163	ENSMUSG00000108151	0.770491803	0.888888889
ENSG00000241684	ENSMUSG00000097462	0.738041002	0.272727273
ENSG00000241684	ENSMUSG00000107655	0.763033175	0.428571429
ENSG00000241684	ENSMUSG00000108256	0.736966825	0.428571429
ENSG00000241684	ENSMUSG00000108286	0.646919431	0.333333333
ENSG00000242094	ENSMUSG00000093559	0.810874704	0.75
ENSG00000242094	ENSMUSG00000107583	0.702991453	0.555555556
ENSG00000242618	ENSMUSG00000107204	0.68115942	0.888888889
ENSG00000242618	ENSMUSG00000107461	0.689453125	0.727272727
ENSG00000242618	ENSMUSG00000107528	0.731808732	0.888888889
ENSG00000242618	ENSMUSG00000107558	0.775390625	0.888888889
ENSG00000242618	ENSMUSG00000107690	0.6796875	0.727272727
ENSG00000242618	ENSMUSG00000108151	0.764344262	0.888888889
ENSG00000242741	ENSMUSG00000052236	0.747390397	0.666666667
ENSG00000242741	ENSMUSG00000107421	0.682672234	0.333333333
ENSG00000242741	ENSMUSG00000107579	0.711899791	0.5
ENSG00000242741	ENSMUSG00000107696	0.741127349	0.833333333
ENSG00000242741	ENSMUSG00000108274	0.730290456	0.833333333
ENSG00000243083	ENSMUSG00000097548	0.559322034	0.777777778
ENSG00000243083	ENSMUSG00000107663	0.454191033	0.7
ENSG00000243149	ENSMUSG00000097462	0.596810934	0.272727273
ENSG00000243149	ENSMUSG00000107655	0.747524752	0.5
ENSG00000243149	ENSMUSG00000108256	0.699266504	0.428571429
ENSG00000243149	ENSMUSG00000108286	0.575376884	0.333333333
ENSG00000244345	ENSMUSG00000107461	0.751953125	0.818181818
ENSG00000244345	ENSMUSG00000107558	0.6640625	0.7
ENSG00000244345	ENSMUSG00000107690	0.76171875	0.818181818
ENSG00000244345	ENSMUSG00000108122	0.551470588	0.8
ENSG00000244513	ENSMUSG00000107502	0.923076923	0.8
ENSG00000244564	ENSMUSG00000108286	0.50245098	0.222222222
ENSG00000260670	ENSMUSG00000107204	0.594202899	0.888888889
ENSG00000260670	ENSMUSG00000107461	0.787109375	0.727272727
ENSG00000260670	ENSMUSG00000107528	0.644490644	0.888888889
ENSG00000260670	ENSMUSG00000107558	0.791015625	0.888888889
ENSG00000260670	ENSMUSG00000107690	0.78125	0.727272727
ENSG00000260670	ENSMUSG00000108151	0.68442623	0.888888889
ENSG00000270059	ENSMUSG00000107848	0.744471744	0.6
ENSG00000270562	ENSMUSG00000097548	0.652542373	0.375
ENSG00000272774	ENSMUSG00000097548	0.550847458	0.777777778
ENSG00000272774	ENSMUSG00000107663	0.46588694	0.7
ENSG00000273461	ENSMUSG00000097548	0.637711864	0.777777778
ENSG00000274387	ENSMUSG00000097548	0.641949153	0.5
ENSG00000276471	ENSMUSG00000107204	0.768115942	0.888888889
ENSG00000276471	ENSMUSG00000107461	0.59375	0.727272727
ENSG00000276471	ENSMUSG00000107528	0.798336798	0.888888889
ENSG00000276471	ENSMUSG00000107558	0.685546875	0.888888889
ENSG00000276471	ENSMUSG00000107690	0.583984375	0.727272727
ENSG00000276471	ENSMUSG00000108151	0.81557377	0.888888889
ENSG00000277539	ENSMUSG00000093559	0.75177305	0.625
ENSG00000277855	ENSMUSG00000097548	0.673728814	0.375
ENSG00000278934	ENSMUSG00000052236	0.585416667	0.666666667
ENSG00000278934	ENSMUSG00000097834	0.683366733	0.714285714
ENSG00000278934	ENSMUSG00000107421	0.472916667	0.333333333
ENSG00000278934	ENSMUSG00000107427	0.61971831	0.666666667
ENSG00000278934	ENSMUSG00000107579	0.535416667	0.5
ENSG00000278934	ENSMUSG00000107696	0.804166667	0.833333333
ENSG00000278934	ENSMUSG00000108274	0.813278008	0.833333333
ENSG00000173811	ENSMUSG00000086365	0.225312935	0.433333333
ENSG00000173811	ENSMUSG00000100146	0.223756906	0.433333333
ENSG00000213600	ENSMUSG00000089935	0.56763285	0.636363636
ENSG00000213600	ENSMUSG00000091425	0.550617284	0.507246377
ENSG00000213600	ENSMUSG00000091816	0.545679012	0.5
ENSG00000213600	ENSMUSG00000093619	0.444168734	0.466666667
ENSG00000213600	ENSMUSG00000093749	0.449131514	0.486486486
ENSG00000213600	ENSMUSG00000097099	0.563855422	0.597014925
ENSG00000213600	ENSMUSG00000102300	0.559036145	0.582089552
ENSG00000213600	ENSMUSG00000102324	0.578947368	0.685714286
ENSG00000213600	ENSMUSG00000102377	0.462469734	0.571428571
ENSG00000213600	ENSMUSG00000102540	0.428927681	0.460526316
ENSG00000213600	ENSMUSG00000102670	0.480369515	0.605633803
ENSG00000213600	ENSMUSG00000103409	0.566985646	0.666666667
ENSG00000214773	ENSMUSG00000105230	0.610958904	0.545454545
ENSG00000214773	ENSMUSG00000105962	0.620596206	0.527272727
ENSG00000223343	ENSMUSG00000102152	0.61369863	0.530120482
ENSG00000223343	ENSMUSG00000102244	0.619469027	0.671232877
ENSG00000223343	ENSMUSG00000103103	0.707042254	0.641025641
ENSG00000223343	ENSMUSG00000103621	0.677777778	0.571428571
ENSG00000223343	ENSMUSG00000103970	0.686111111	0.585365854
ENSG00000224424	ENSMUSG00000025644	0.646239554	0.548387097
ENSG00000224424	ENSMUSG00000102770	0.596045198	0.618421053
ENSG00000224424	ENSMUSG00000103754	0.689265537	0.652777778
ENSG00000224424	ENSMUSG00000103785	0.624293785	0.643835616
ENSG00000224424	ENSMUSG00000103811	0.686440678	0.623188406
ENSG00000225399	ENSMUSG00000102538	0.597964377	0.602409639
ENSG00000225399	ENSMUSG00000102770	0.711048159	0.605263158
ENSG00000225399	ENSMUSG00000103466	0.597964377	0.595238095
ENSG00000225399	ENSMUSG00000104208	0.718085106	0.662650602
ENSG00000226913	ENSMUSG00000092218	0.690954774	0.792207792
ENSG00000226913	ENSMUSG00000102152	0.569863014	0.638554217
ENSG00000226913	ENSMUSG00000102224	0.713924051	0.792682927
ENSG00000226913	ENSMUSG00000102899	0.461009174	0.614285714
ENSG00000226913	ENSMUSG00000103621	0.508333333	0.583333333
ENSG00000226913	ENSMUSG00000103970	0.5	0.573170732
ENSG00000226913	ENSMUSG00000104399	0.637096774	0.710843373
ENSG00000227398	ENSMUSG00000091102	0.571100917	0.5
ENSG00000227398	ENSMUSG00000104945	0.477756286	0.568181818
ENSG00000227398	ENSMUSG00000106123	0.563084112	0.479166667
ENSG00000228008	ENSMUSG00000089935	0.475845411	0.712121212
ENSG00000228008	ENSMUSG00000093619	0.630272953	0.72
ENSG00000228008	ENSMUSG00000093749	0.632754342	0.743243243
ENSG00000228008	ENSMUSG00000097099	0.46746988	0.626865672
ENSG00000228008	ENSMUSG00000102324	0.519138756	0.771428571
ENSG00000228008	ENSMUSG00000102377	0.641646489	0.842857143
ENSG00000228008	ENSMUSG00000102538	0.544529262	0.578313253
ENSG00000228008	ENSMUSG00000102540	0.625935162	0.710526316
ENSG00000228008	ENSMUSG00000102670	0.591224018	0.830985915
ENSG00000228008	ENSMUSG00000103409	0.485645933	0.739130435
ENSG00000228008	ENSMUSG00000103466	0.544529262	0.583333333
ENSG00000228350	ENSMUSG00000025644	0.735376045	0.564516129
ENSG00000228350	ENSMUSG00000102770	0.437325905	0.460526316
ENSG00000228350	ENSMUSG00000103754	0.701949861	0.555555556
ENSG00000228350	ENSMUSG00000103785	0.637883008	0.547945205
ENSG00000228350	ENSMUSG00000103811	0.718662953	0.565217391
ENSG00000230454	ENSMUSG00000089935	0.565217391	0.621212121
ENSG00000230454	ENSMUSG00000091425	0.548148148	0.492753623
ENSG00000230454	ENSMUSG00000091816	0.543209877	0.485714286
ENSG00000230454	ENSMUSG00000093619	0.426799007	0.44
ENSG00000230454	ENSMUSG00000093749	0.431761787	0.459459459
ENSG00000230454	ENSMUSG00000097099	0.561445783	0.582089552
