Gene1	Gene2	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000274312	XLOC_005820_ops	0.431818182	0.285714286
ENSG00000274312	XLOC_005823_ops	0.673366834	0.6
ENSG00000274315	XLOC_041125_ops	0.423611111	0.333333333
ENSG00000274315	XLOC_041127_ops	0.39244186	0.454545455
ENSG00000274317	XLOC_026333_ops	0.49689441	0.545454545
ENSG00000274317	XLOC_026335_ops	0.49378882	0.545454545
ENSG00000274331	XLOC_038519_ops	0.228915663	0.333333333
ENSG00000274331	XLOC_038521_ops	0.235981308	0.4
ENSG00000274331	XLOC_038522_ops	0.257831325	0.333333333
ENSG00000274331	XLOC_038523_ops	0.262650602	0.4
ENSG00000274331	XLOC_038524_ops	0.274698795	0.4
ENSG00000274331	XLOC_038526_ops	0.260240964	0.466666667
ENSG00000274331	XLOC_038528_ops	0.291566265	0.466666667
ENSG00000274331	XLOC_038531_ops	0.40167364	0.538461538
ENSG00000274331	XLOC_038532_ops	0.458158996	0.5
ENSG00000274331	XLOC_038537_ops	0.278074866	0.2
ENSG00000274331	XLOC_038538_ops	0.27540107	0.133333333
ENSG00000274331	XLOC_038539_ops	0.288770053	0.133333333
ENSG00000274331	XLOC_038541_ops	0.237967914	0.133333333
ENSG00000274331	XLOC_038543_ops	0.21657754	0.133333333
ENSG00000274331	XLOC_038544_ops	0.21657754	0.133333333
ENSG00000274340	XLOC_005888_ops	0.626482213	0.4
ENSG00000274340	XLOC_005890_ops	0.56916996	0.6
ENSG00000274340	XLOC_005891_ops	0.393280632	0.727272727
ENSG00000274341	XLOC_017311_ops	0.582781457	0.625
ENSG00000274341	XLOC_017312_ops	0.617647059	0.722222222
ENSG00000274341	XLOC_017314_ops	0.56462585	0.611111111
ENSG00000274354	XLOC_018985_ops	0.549872123	0.642857143
ENSG00000274354	XLOC_018987_ops	0.549872123	0.5
ENSG00000274364	XLOC_007516_ops	0.449308756	0.655172414
ENSG00000274364	XLOC_007517_ops	0.456221198	0.633333333
ENSG00000274364	XLOC_007518_ops	0.442396313	0.689655172
ENSG00000274367	XLOC_035122_ops	0.127128263	0.243589744
ENSG00000274367	XLOC_035123_ops	0.129398411	0.256410256
ENSG00000274367	XLOC_035145_ops	0.127296588	0.32
ENSG00000274367	XLOC_035146_ops	0.098425197	0.253333333
ENSG00000274372	XLOC_017159_ops	0.367986799	0.592592593
ENSG00000274372	XLOC_017160_ops	0.378289474	0.592592593
ENSG00000274372	XLOC_017167_ops	0.270212766	0.222222222
ENSG00000274373	XLOC_020407_ops	0.12037037	0.392857143
ENSG00000274379	XLOC_002131_ops	0.34421365	0.259259259
ENSG00000274383	XLOC_005908_ops	0.478170478	0.611111111
ENSG00000274383	XLOC_005910_ops	0.505197505	0.694444444
ENSG00000274383	XLOC_005912_ops	0.573804574	0.75
ENSG00000274383	XLOC_005913_ops	0.567567568	0.777777778
ENSG00000274383	XLOC_005916_ops	0.609147609	0.722222222
ENSG00000274383	XLOC_005922_ops	0.571725572	0.555555556
ENSG00000274387	XLOC_035661_ops	0.446753247	0.714285714
ENSG00000274387	XLOC_035667_ops	0.654545455	0.666666667
ENSG00000274387	XLOC_035673_ops	0.477900552	0.75
ENSG00000274387	XLOC_035674_ops	0.464088398	0.625
ENSG00000274387	XLOC_035677_ops	0.157458564	0.625
ENSG00000274400	XLOC_022122_ops	0.353629977	0.071428571
ENSG00000274403	XLOC_001370_ops	0.302694136	0.232142857
ENSG00000274403	XLOC_001372_ops	0.302694136	0.232142857
ENSG00000274403	XLOC_001373_ops	0.391442155	0.285714286
ENSG00000274403	XLOC_001375_ops	0.5221843	0.45
ENSG00000274403	XLOC_001377_ops	0.532423208	0.475
ENSG00000274403	XLOC_001378_ops	0.542662116	0.55
ENSG00000274403	XLOC_001383_ops	0.396666667	0.586956522
ENSG00000274403	XLOC_006264_ops	0.160063391	0.232142857
ENSG00000274403	XLOC_006265_ops	0.206022187	0.25
ENSG00000274403	XLOC_006272_ops	0.161666667	0.130434783
ENSG00000274403	XLOC_006273_ops	0.161666667	0.130434783
ENSG00000274403	XLOC_006275_ops	0.298333333	0.239130435
ENSG00000274403	XLOC_006276_ops	0.306666667	0.239130435
ENSG00000274403	XLOC_006277_ops	0.311666667	0.260869565
ENSG00000274414	XLOC_003889_ops	0.305389222	0.533333333
ENSG00000274414	XLOC_003890_ops	0.213808463	0.258064516
ENSG00000274415	XLOC_013276_ops	0.422374429	0.458333333
ENSG00000274415	XLOC_013278_ops	0.436073059	0.479166667
ENSG00000274415	XLOC_013279_ops	0.440639269	0.458333333
ENSG00000274415	XLOC_013283_ops	0.319634703	0.520833333
ENSG00000274415	XLOC_013284_ops	0.321917808	0.520833333
ENSG00000274415	XLOC_013285_ops	0.308219178	0.458333333
ENSG00000274421	XLOC_036690_ops	0.491484185	0.444444444
ENSG00000274421	XLOC_036694_ops	0.676399027	0.666666667
ENSG00000274421	XLOC_036695_ops	0.693430657	0.777777778
ENSG00000274421	XLOC_036697_ops	0.610705596	0.666666667
ENSG00000274421	XLOC_036699_ops	0.278911565	0.357142857
ENSG00000274422	XLOC_020898_ops	0.291571754	0.351851852
ENSG00000274422	XLOC_024553_ops	0.170731707	0.042553191
ENSG00000274425	XLOC_023338_ops	0.317891374	0.460526316
ENSG00000274425	XLOC_023339_ops	0.329181495	0.445945946
ENSG00000274425	XLOC_023342_ops	0.34519573	0.378378378
ENSG00000274425	XLOC_023344_ops	0.385737439	0.516666667
ENSG00000274425	XLOC_023345_ops	0.400324149	0.55
ENSG00000274425	XLOC_023346_ops	0.408427877	0.566666667
ENSG00000274425	XLOC_023347_ops	0.38897893	0.566666667
ENSG00000274425	XLOC_023349_ops	0.384116694	0.6
ENSG00000274425	XLOC_023350_ops	0.393841167	0.566666667
ENSG00000274425	XLOC_023353_ops	0.367909238	0.566666667
ENSG00000274425	XLOC_023354_ops	0.358184765	0.566666667
ENSG00000274425	XLOC_023355_ops	0.346839546	0.566666667
ENSG00000274425	XLOC_023357_ops	0.329011345	0.583333333
ENSG00000274425	XLOC_023358_ops	0.261565836	0.432432432
ENSG00000274425	XLOC_023359_ops	0.245551601	0.405405405
ENSG00000274425	XLOC_023360_ops	0.243386243	0.391891892
ENSG00000274425	XLOC_023361_ops	0.236654804	0.378378378
ENSG00000274425	XLOC_023363_ops	0.195729537	0.351351351
ENSG00000274427	XLOC_024014_ops	0.54592721	0.674418605
ENSG00000274427	XLOC_024016_ops	0.56152513	0.674418605
ENSG00000274427	XLOC_024017_ops	0.56152513	0.674418605
ENSG00000274427	XLOC_024018_ops	0.56152513	0.674418605
ENSG00000274427	XLOC_024021_ops	0.556325823	0.604651163
ENSG00000274427	XLOC_024022_ops	0.510015408	0.6
ENSG00000274427	XLOC_024023_ops	0.479899497	0.685714286
ENSG00000274427	XLOC_024024_ops	0.53021148	0.685714286
ENSG00000274427	XLOC_024025_ops	0.509943182	0.722222222
ENSG00000274427	XLOC_024028_ops	0.430769231	0.571428571
ENSG00000274441	XLOC_018940_ops	0.511568123	0.533333333
ENSG00000274441	XLOC_018941_ops	0.622107969	0.733333333
ENSG00000274441	XLOC_018944_ops	0.611825193	0.666666667
ENSG00000274444	XLOC_001309_ops	0.644495413	0.4
ENSG00000274444	XLOC_001310_ops	0.713302752	0.5
ENSG00000274444	XLOC_001311_ops	0.722477064	0.6
ENSG00000274447	XLOC_020096_ops	0.297134238	0.448979592
ENSG00000274447	XLOC_020097_ops	0.283559578	0.306122449
ENSG00000274447	XLOC_020101_ops	0.319758673	0.346938776
ENSG00000274460	XLOC_034583_ops	0.536312849	0.606060606
ENSG00000274460	XLOC_034585_ops	0.456238361	0.551724138
ENSG00000274460	XLOC_034586_ops	0.420856611	0.551724138
ENSG00000274460	XLOC_034587_ops	0.383612663	0.517241379
ENSG00000274460	XLOC_034588_ops	0.331471136	0.448275862
ENSG00000274460	XLOC_034593_ops	0.262877442	0.34375
ENSG00000274460	XLOC_034594_ops	0.241258741	0.3125
ENSG00000274460	XLOC_036464_ops	0.405982906	0.448275862
ENSG00000274460	XLOC_036466_ops	0.471698113	0.481481481
ENSG00000274460	XLOC_036468_ops	0.41509434	0.428571429
ENSG00000274460	XLOC_036469_ops	0.408018868	0.4
ENSG00000274461	XLOC_005528_ops	0.556064073	0.428571429
ENSG00000274469	XLOC_002601_ops	0.464203233	0.407407407
ENSG00000274469	XLOC_002603_ops	0.517321016	0.481481481
ENSG00000274478	XLOC_004444_ops	0.325102881	0.533333333
ENSG00000274478	XLOC_004445_ops	0.220164609	0.533333333
ENSG00000274478	XLOC_004446_ops	0.255707763	0.21875
ENSG00000274478	XLOC_004447_ops	0.248858447	0.21875
ENSG00000274478	XLOC_004448_ops	0.214611872	0.15625
ENSG00000274492	XLOC_001572_ops	0.293706294	0.5
ENSG00000274492	XLOC_001578_ops	0.603729604	0.8
ENSG00000274501	XLOC_003189_ops	0.220806794	0.442307692
ENSG00000274501	XLOC_003190_ops	0.18895966	0.461538462
ENSG00000274501	XLOC_003191_ops	0.218683652	0.461538462
ENSG00000274501	XLOC_003192_ops	0.219745223	0.480769231
ENSG00000274501	XLOC_003194_ops	0.209129512	0.442307692
ENSG00000274501	XLOC_003195_ops	0.180467091	0.365384615
ENSG00000274501	XLOC_003196_ops	0.177282378	0.346153846
ENSG00000274507	XLOC_003889_ops	0.306060606	0.533333333
ENSG00000274507	XLOC_003890_ops	0.213808463	0.258064516
ENSG00000274508	XLOC_007800_ops	0.390593047	0.25
ENSG00000274508	XLOC_007802_ops	0.487603306	0.538461538
ENSG00000274508	XLOC_007803_ops	0.293617021	0.25
ENSG00000274508	XLOC_007804_ops	0.461702128	0.375
ENSG00000274508	XLOC_007805_ops	0.414893617	0.25
ENSG00000274515	XLOC_000081_ops	0.35218509	0.25
ENSG00000274515	XLOC_000082_ops	0.524421594	0.375
ENSG00000274515	XLOC_000085_ops	0.40874036	0.333333333
ENSG00000274515	XLOC_000214_ops	0.178861789	0.416666667
ENSG00000274515	XLOC_000216_ops	0.173038229	0.444444444
ENSG00000274515	XLOC_000219_ops	0.213507625	0.333333333
ENSG00000274528	XLOC_006175_ops	0.531818182	0.722222222
ENSG00000274528	XLOC_006176_ops	0.576233184	0.777777778
ENSG00000274528	XLOC_006177_ops	0.600446429	0.833333333
ENSG00000274528	XLOC_006181_ops	0.580573951	0.722222222
ENSG00000274528	XLOC_006182_ops	0.397590361	0.529411765
ENSG00000274536	XLOC_045785_ops	0.273809524	0.2
ENSG00000274536	XLOC_045788_ops	0.28968254	0.266666667
ENSG00000274536	XLOC_045789_ops	0.265873016	0.266666667
ENSG00000274554	XLOC_024292_ops	0.548387097	0.428571429
ENSG00000274554	XLOC_024295_ops	0.386740331	0.5
ENSG00000274561	XLOC_011655_ops	0.210526316	0.25
ENSG00000274561	XLOC_011656_ops	0.208421053	0.333333333
ENSG00000274561	XLOC_011657_ops	0.193684211	0.333333333
ENSG00000274561	XLOC_011658_ops	0.166315789	0.352941176
ENSG00000274561	XLOC_011659_ops	0.166315789	0.352941176
ENSG00000274565	XLOC_011534_ops	0.195121951	0.296296296
ENSG00000274565	XLOC_015418_ops	0.355691057	0.333333333
ENSG00000274565	XLOC_015420_ops	0.365853659	0.333333333
ENSG00000274565	XLOC_015421_ops	0.384146341	0.333333333
ENSG00000274565	XLOC_015422_ops	0.157464213	0.176470588
ENSG00000274565	XLOC_015423_ops	0.430894309	0.291666667
ENSG00000274565	XLOC_015424_ops	0.432926829	0.291666667
ENSG00000274565	XLOC_015428_ops	0.300613497	0.294117647
ENSG00000274578	XLOC_019025_ops	0.491484185	0.333333333
ENSG00000274578	XLOC_019026_ops	0.520681265	0.333333333
ENSG00000274591	XLOC_041802_ops	0.229166667	0.210526316
ENSG00000274591	XLOC_041803_ops	0.276094276	0.25
ENSG00000274591	XLOC_041805_ops	0.21192053	0.277777778
ENSG00000274591	XLOC_041806_ops	0.291666667	0.411764706
ENSG00000274591	XLOC_041808_ops	0.330798479	0.4375
ENSG00000274591	XLOC_041810_ops	0.175	0.277777778
ENSG00000274591	XLOC_041811_ops	0.128125	0.277777778
ENSG00000274598	XLOC_020603_ops	0.200301205	0.333333333
ENSG00000274598	XLOC_020605_ops	0.217462932	0.291666667
ENSG00000274598	XLOC_020606_ops	0.214634146	0.291666667
ENSG00000274598	XLOC_020607_ops	0.212071778	0.291666667
ENSG00000274598	XLOC_020608_ops	0.208469055	0.25
ENSG00000274598	XLOC_020618_ops	0.186691312	0.333333333
ENSG00000274598	XLOC_020620_ops	0.138632163	0.254901961
ENSG00000274598	XLOC_020622_ops	0.129390018	0.254901961
ENSG00000274598	XLOC_024363_ops	0.309477756	0.285714286
ENSG00000274598	XLOC_024364_ops	0.34622824	0.30952381
ENSG00000274598	XLOC_024368_ops	0.278529981	0.261904762
ENSG00000274605	XLOC_038594_ops	0.346704871	0.416666667
ENSG00000274605	XLOC_038596_ops	0.581661891	0.666666667
ENSG00000274605	XLOC_038597_ops	0.555873926	0.583333333
ENSG00000274605	XLOC_038598_ops	0.573065903	0.666666667
ENSG00000274605	XLOC_038599_ops	0.504297994	0.615384615
ENSG00000274624	XLOC_041597_ops	0.484615385	0.631578947
ENSG00000274624	XLOC_041598_ops	0.595641646	0.666666667
ENSG00000274624	XLOC_041602_ops	0.370709382	0.611111111
ENSG00000274624	XLOC_041604_ops	0.285714286	0.5
ENSG00000274627	XLOC_004458_ops	0.296660118	0.255319149
ENSG00000274627	XLOC_004459_ops	0.326129666	0.319148936
ENSG00000274627	XLOC_004465_ops	0.144	0.285714286
ENSG00000274627	XLOC_004466_ops	0.217142857	0.380952381
ENSG00000274627	XLOC_004467_ops	0.228571429	0.404761905
ENSG00000274627	XLOC_004468_ops	0.216	0.428571429
ENSG00000274627	XLOC_004469_ops	0.205714286	0.428571429
ENSG00000274627	XLOC_004470_ops	0.205714286	0.428571429
ENSG00000274627	XLOC_004472_ops	0.282882883	0.32
ENSG00000274627	XLOC_004473_ops	0.282882883	0.36
ENSG00000274627	XLOC_004474_ops	0.275675676	0.34
ENSG00000274627	XLOC_004475_ops	0.266666667	0.36
ENSG00000274627	XLOC_004477_ops	0.27027027	0.36
ENSG00000274627	XLOC_004479_ops	0.246846847	0.32
ENSG00000274627	XLOC_014923_ops	0.066666667	0.12
ENSG00000274630	XLOC_015218_ops	0.34870317	0.415841584
ENSG00000274630	XLOC_015221_ops	0.371428571	0.352380952
ENSG00000274630	XLOC_015223_ops	0.488529015	0.457142857
ENSG00000274630	XLOC_015224_ops	0.521390374	0.457142857
ENSG00000274630	XLOC_015226_ops	0.530401035	0.476190476
ENSG00000274630	XLOC_015228_ops	0.459826947	0.323809524
ENSG00000274630	XLOC_015231_ops	0.449411765	0.295238095
ENSG00000274630	XLOC_015232_ops	0.443653618	0.285714286
ENSG00000274630	XLOC_015234_ops	0.567039106	0.281818182
ENSG00000274630	XLOC_015238_ops	0.525139665	0.272727273
ENSG00000274630	XLOC_015240_ops	0.444134078	0.190909091
ENSG00000274652	XLOC_029481_ops	0.245714286	0.272727273
ENSG00000274652	XLOC_029484_ops	0.474452555	0.352941176
ENSG00000274653	XLOC_034413_ops	0.148550725	0.113207547
ENSG00000274653	XLOC_034733_ops	0.232323232	0.358695652
ENSG00000274653	XLOC_034735_ops	0.216161616	0.336956522
ENSG00000274653	XLOC_034736_ops	0.216161616	0.336956522
ENSG00000274653	XLOC_034737_ops	0.214141414	0.326086957
ENSG00000274653	XLOC_034739_ops	0.196396396	0.330188679
ENSG00000274653	XLOC_034740_ops	0.183783784	0.320754717
ENSG00000274653	XLOC_034741_ops	0.181981982	0.311320755
ENSG00000274653	XLOC_034744_ops	0.162162162	0.301886792
ENSG00000274653	XLOC_034745_ops	0.154954955	0.283018868
ENSG00000274653	XLOC_034746_ops	0.14954955	0.273584906
ENSG00000274653	XLOC_037193_ops	0.295180723	0.376237624
ENSG00000274653	XLOC_037194_ops	0.293172691	0.376237624
ENSG00000274653	XLOC_037195_ops	0.275100402	0.356435644
ENSG00000274653	XLOC_037196_ops	0.265060241	0.356435644
ENSG00000274654	XLOC_001224_ops	0.06092437	0.105263158
ENSG00000274654	XLOC_006141_ops	0.214285714	0.210526316
ENSG00000274654	XLOC_006143_ops	0.180672269	0.210526316
ENSG00000274654	XLOC_006144_ops	0.157563025	0.210526316
ENSG00000274654	XLOC_006145_ops	0.282242991	0.375
ENSG00000274654	XLOC_006148_ops	0.298319328	0.368421053
ENSG00000274654	XLOC_006149_ops	0.319626168	0.5
ENSG00000274654	XLOC_006151_ops	0.472897196	0.705882353
ENSG00000274654	XLOC_006152_ops	0.245798319	0.578947368
ENSG00000274667	XLOC_001075_ops	0.274376417	0.227272727
ENSG00000274667	XLOC_001079_ops	0.506738544	0.666666667
ENSG00000274667	XLOC_001080_ops	0.413461538	0.428571429
ENSG00000274667	XLOC_001081_ops	0.408653846	0.428571429
ENSG00000274667	XLOC_001082_ops	0.404358354	0.5
ENSG00000274667	XLOC_001083_ops	0.307506053	0.5
ENSG00000274667	XLOC_006016_ops	0.445520581	0.454545455
ENSG00000274670	XLOC_020410_ops	0.173363949	0.291666667
ENSG00000274670	XLOC_020411_ops	0.172866521	0.178571429
ENSG00000274677	XLOC_008459_ops	0.142180095	0.130434783
ENSG00000274677	XLOC_009387_ops	0.298578199	0.652173913
ENSG00000274677	XLOC_009388_ops	0.315165877	0.608695652
ENSG00000274677	XLOC_009389_ops	0.348341232	0.652173913
ENSG00000274677	XLOC_009390_ops	0.343601896	0.565217391
ENSG00000274678	XLOC_034741_ops	0.16146789	0.305263158
ENSG00000274678	XLOC_034744_ops	0.179816514	0.315789474
ENSG00000274678	XLOC_034745_ops	0.185321101	0.326315789
ENSG00000274678	XLOC_034746_ops	0.188990826	0.347368421
ENSG00000274678	XLOC_034747_ops	0.177257525	0.373493976
ENSG00000274678	XLOC_034748_ops	0.178929766	0.373493976
ENSG00000274678	XLOC_034749_ops	0.165551839	0.361445783
ENSG00000274678	XLOC_034751_ops	0.147157191	0.337349398
ENSG00000274695	XLOC_020425_ops	0.172757475	0.363636364
ENSG00000274695	XLOC_020426_ops	0.179401993	0.454545455
ENSG00000274695	XLOC_020427_ops	0.172757475	0.454545455
ENSG00000274695	XLOC_020431_ops	0.484162896	0.5
ENSG00000274695	XLOC_020438_ops	0.164383562	0.2
ENSG00000274695	XLOC_023859_ops	0.181434599	0.333333333
ENSG00000274695	XLOC_023867_ops	0.617721519	0.75
ENSG00000274695	XLOC_023868_ops	0.630379747	0.8
ENSG00000274695	XLOC_023874_ops	0.159863946	0.3
ENSG00000274698	XLOC_004392_ops	0.195422535	0.323943662
ENSG00000274698	XLOC_004394_ops	0.24471831	0.352112676
ENSG00000274698	XLOC_004395_ops	0.278169014	0.366197183
ENSG00000274698	XLOC_004396_ops	0.257042254	0.309859155
ENSG00000274698	XLOC_004398_ops	0.23415493	0.281690141
ENSG00000274698	XLOC_004399_ops	0.228873239	0.281690141
ENSG00000274698	XLOC_004400_ops	0.221830986	0.267605634
ENSG00000274698	XLOC_004401_ops	0.212406015	0.257575758
ENSG00000274698	XLOC_004473_ops	0.181818182	0.074074074
ENSG00000274698	XLOC_004474_ops	0.196280992	0.111111111
ENSG00000274698	XLOC_004475_ops	0.223140496	0.12962963
ENSG00000274698	XLOC_004480_ops	0.32231405	0.259259259
ENSG00000274698	XLOC_004484_ops	0.342975207	0.277777778
ENSG00000274698	XLOC_004485_ops	0.303393214	0.296296296
ENSG00000274698	XLOC_009378_ops	0.258802817	0.295774648
ENSG00000274698	XLOC_009476_ops	0.334710744	0.259259259
ENSG00000274698	XLOC_009477_ops	0.340909091	0.277777778
ENSG00000274712	XLOC_011655_ops	0.2	0.235294118
ENSG00000274712	XLOC_011656_ops	0.198	0.333333333
ENSG00000274712	XLOC_011657_ops	0.184	0.333333333
ENSG00000274712	XLOC_011658_ops	0.158	0.352941176
ENSG00000274712	XLOC_011659_ops	0.158	0.352941176
ENSG00000274718	XLOC_039980_ops	0.234042553	0.333333333
ENSG00000274719	XLOC_001068_ops	0.5950783	0.692307692
ENSG00000274719	XLOC_001069_ops	0.552572707	0.538461538
ENSG00000274751	XLOC_035152_ops	0.102384292	0.159574468
ENSG00000274751	XLOC_035159_ops	0.12342216	0.14893617
ENSG00000274751	XLOC_035162_ops	0.122019635	0.159574468
ENSG00000274751	XLOC_035164_ops	0.130434783	0.170212766
ENSG00000274751	XLOC_037129_ops	0.129032258	0.20212766
ENSG00000274751	XLOC_037131_ops	0.043478261	0.031914894
ENSG00000274751	XLOC_037132_ops	0.049088359	0.042553191
ENSG00000274751	XLOC_037135_ops	0.026647966	0.021276596
ENSG00000274751	XLOC_037145_ops	0.088923557	0.138297872
ENSG00000274751	XLOC_037146_ops	0.092043682	0.138297872
ENSG00000274751	XLOC_037147_ops	0.102964119	0.159574468
ENSG00000274751	XLOC_037148_ops	0.12324493	0.191489362
ENSG00000274751	XLOC_037149_ops	0.127145086	0.20212766
ENSG00000274751	XLOC_037152_ops	0.138065523	0.255319149
ENSG00000274751	XLOC_037153_ops	0.13650546	0.255319149
ENSG00000274751	XLOC_037157_ops	0.121684867	0.223404255
ENSG00000274758	XLOC_017451_ops	0.373382625	0.380952381
ENSG00000274758	XLOC_017452_ops	0.438077634	0.523809524
ENSG00000274758	XLOC_017453_ops	0.443622921	0.619047619
ENSG00000274758	XLOC_017458_ops	0.537892791	0.738095238
ENSG00000274758	XLOC_017459_ops	0.532347505	0.714285714
ENSG00000274758	XLOC_017462_ops	0.378742515	0.666666667
ENSG00000274762	XLOC_006341_ops	0.473498233	0.333333333
ENSG00000274765	XLOC_001079_ops	0.334177215	0.25
ENSG00000274765	XLOC_001080_ops	0.367875648	0.4
ENSG00000274765	XLOC_001081_ops	0.343915344	0.473684211
ENSG00000274765	XLOC_001082_ops	0.367724868	0.578947368
ENSG00000274765	XLOC_001083_ops	0.242937853	0.388888889
ENSG00000274765	XLOC_001084_ops	0.24754902	0.368421053
ENSG00000274765	XLOC_001086_ops	0.157608696	0.4
ENSG00000274765	XLOC_001087_ops	0.1796875	0.423076923
ENSG00000274765	XLOC_001088_ops	0.165172855	0.384615385
ENSG00000274765	XLOC_001089_ops	0.151439299	0.333333333
ENSG00000274766	XLOC_039923_ops	0.271828666	0.608695652
ENSG00000274766	XLOC_039928_ops	0.248764415	0.652173913
ENSG00000274766	XLOC_039929_ops	0.243822076	0.565217391
ENSG00000274767	XLOC_015094_ops	0.529880478	0.483870968
ENSG00000274767	XLOC_015096_ops	0.547808765	0.483870968
ENSG00000274767	XLOC_015097_ops	0.543824701	0.451612903
ENSG00000274767	XLOC_015099_ops	0.496015936	0.419354839
ENSG00000274769	XLOC_009081_ops	0.382687927	0.769230769
ENSG00000274769	XLOC_009083_ops	0.528473804	0.846153846
ENSG00000274769	XLOC_009086_ops	0.553530752	0.692307692
ENSG00000274769	XLOC_009089_ops	0.493188011	0.222222222
ENSG00000274776	XLOC_021507_ops	0.537757437	0.5
ENSG00000274776	XLOC_021510_ops	0.501144165	0.3
ENSG00000274776	XLOC_021511_ops	0.505720824	0.3
ENSG00000274797	XLOC_041157_ops	0.072961373	0.12244898
ENSG00000274797	XLOC_041158_ops	0.076023392	0.12
ENSG00000274797	XLOC_041159_ops	0.081871345	0.12
ENSG00000274797	XLOC_043289_ops	0.100858369	0.142857143
ENSG00000274798	XLOC_001345_ops	0.494296578	0.510204082
ENSG00000274798	XLOC_001346_ops	0.401140684	0.428571429
ENSG00000274798	XLOC_001347_ops	0.477186312	0.530612245
ENSG00000274798	XLOC_001351_ops	0.513307985	0.612244898
ENSG00000274798	XLOC_001357_ops	0.422053232	0.551020408
ENSG00000274818	XLOC_001708_ops	0.394736842	0.380952381
ENSG00000274818	XLOC_001710_ops	0.418128655	0.428571429
ENSG00000274818	XLOC_001711_ops	0.406432749	0.428571429
ENSG00000274818	XLOC_001712_ops	0.400584795	0.428571429
ENSG00000274818	XLOC_001714_ops	0.230994152	0.380952381
ENSG00000274825	XLOC_007459_ops	0.527027027	0.5
ENSG00000274825	XLOC_007460_ops	0.556756757	0.5
ENSG00000274825	XLOC_007461_ops	0.537837838	0.428571429
ENSG00000274825	XLOC_007462_ops	0.486486486	0.428571429
ENSG00000274828	XLOC_022674_ops	0.212355212	0.5
ENSG00000274828	XLOC_022680_ops	0.197142857	0.571428571
