human gene	chicken gene	human transcript	chicken transcript	motif-pattern similarity score	gap penalty score
ENSG00000170846	XLOC_019998_chc	ENST00000307533	TCONS_00079690_chc	11.148	17.774
ENSG00000226717	XLOC_040113_chc	ENST00000429581	TCONS_00200873_chc	4.889	18.873
ENSG00000267070	XLOC_033340_chc	ENST00000589323	TCONS_00157778_chc	3.305	38.288
ENSG00000227579	XLOC_027336_chc	ENST00000438575	TCONS_00121554_chc	4.827	20.248
ENSG00000249695	XLOC_001284_chc	ENST00000505893	TCONS_00004265_chc	11.187	55.515
ENSG00000260145	XLOC_030281_chc	ENST00000562970	TCONS_00141051_chc	4.83	21.535
ENSG00000261407	XLOC_029628_chc	ENST00000570120	TCONS_00136686_chc	4.573	72.529
ENSG00000253706	XLOC_013506_chc	ENST00000518128	TCONS_00053029_chc	4.902	85.033
ENSG00000267219	XLOC_030864_chc	ENST00000591311	TCONS_00143433_chc	3.712	62.911
ENSG00000177335	XLOC_011176_chc	ENST00000395172	TCONS_00040531_chc	11.812	91.168
ENSG00000203999	XLOC_036377_chc	ENST00000371639	TCONS_00179116_chc	4.759	40.819
ENSG00000255618	XLOC_033707_chc	ENST00000545276	TCONS_00160954_chc	5.003	44.882
ENSG00000260542	XLOC_036433_chc	ENST00000569373	TCONS_00179299_chc	5.757	17.493
ENSG00000255946	XLOC_033552_chc	ENST00000542620	TCONS_00160134_chc	6.777	100.914
ENSG00000277235	XLOC_036295_chc	ENST00000619647	TCONS_00178822_chc	4.384	102.504
ENSG00000261469	XLOC_030671_chc	ENST00000564147	TCONS_00142552_chc	5.156	31.409
ENSG00000231453	XLOC_026842_chc	ENST00000420866	TCONS_00117273_chc	12.017	54.337
ENSG00000271533	XLOC_020529_chc	ENST00000604070	TCONS_00081753_chc	5.894	83.502
ENSG00000282977	XLOC_044121_chc	ENST00000634357	TCONS_00215369_chc	3.868	30.374
ENSG00000270015	XLOC_029493_chc	ENST00000602886	TCONS_00135913_chc	4.54	139.376
ENSG00000280634	XLOC_033504_chc	ENST00000627370	TCONS_00164112_chc	7.89	27.89
ENSG00000228274	XLOC_001032_chc	ENST00000422408	TCONS_00003243_chc	8.482	33.036
ENSG00000271848	XLOC_025441_chc	ENST00000606726	TCONS_00108927_chc	5.16	53.455
ENSG00000267259	XLOC_035757_chc	ENST00000592016	TCONS_00176320_chc	4	5.745
ENSG00000247903	XLOC_001410_chc	ENST00000500632	TCONS_00004726_chc	7.453	25.495
ENSG00000279604	XLOC_030968_chc	ENST00000624955	TCONS_00143766_chc	5.477	46.565
ENSG00000259254	XLOC_021991_chc	ENST00000559841	TCONS_00092014_chc	7.154	43.944
ENSG00000263859	XLOC_035030_chc	ENST00000579981	TCONS_00169643_chc	4.375	42.089
ENSG00000234019	XLOC_031174_chc	ENST00000433646	TCONS_00145829_chc	3.335	171.322
ENSG00000266290	XLOC_035571_chc	ENST00000584805	TCONS_00176028_chc	5.272	54.362
ENSG00000259438	XLOC_029542_chc	ENST00000561318	TCONS_00136208_chc	4.557	15.58
ENSG00000236948	XLOC_036643_chc	ENST00000413887	TCONS_00181493_chc	4.293	30.842
ENSG00000279811	XLOC_010060_chc	ENST00000624814	TCONS_00037733_chc	12.76	30.323
ENSG00000278969	XLOC_005491_chc	ENST00000625186	TCONS_00015839_chc	8.803	87.242
ENSG00000203900	XLOC_036106_chc	ENST00000370257	TCONS_00177792_chc	6.768	40.664
ENSG00000275088	XLOC_030969_chc	ENST00000621095	TCONS_00143769_chc	8.53	31.918
ENSG00000225399	XLOC_031119_chc	ENST00000440528	TCONS_00145603_chc	6.244	38.164
ENSG00000254340	XLOC_021193_chc	ENST00000520017	TCONS_00084034_chc	7.513	21.363
ENSG00000273599	XLOC_025770_chc	ENST00000617058	TCONS_00110475_chc	3.494	31.678
ENSG00000272248	XLOC_012541_chc	ENST00000606564	TCONS_00044328_chc	3.845	7.874
ENSG00000279330	XLOC_033375_chc	ENST00000622989	TCONS_00158002_chc	4.204	19.242
ENSG00000228201	XLOC_033390_chc	ENST00000455294	TCONS_00158029_chc	3.778	28.896
ENSG00000273821	XLOC_036077_chc	ENST00000615354	TCONS_00177709_chc	3.911	11.86
ENSG00000203706	XLOC_014553_chc	ENST00000437764	TCONS_00057112_chc	8.956	22.745
ENSG00000271857	XLOC_018466_chc	ENST00000606796	TCONS_00068157_chc	9.776	50.644
ENSG00000258735	XLOC_022973_chc	ENST00000556586	TCONS_00095674_chc	6.801	32.421
ENSG00000235120	XLOC_031467_chc	ENST00000442384	TCONS_00146961_chc	3.681	33.392
ENSG00000267665	XLOC_035034_chc	ENST00000592572	TCONS_00169674_chc	13.319	36.885
ENSG00000283355	XLOC_021036_chc	ENST00000636429	TCONS_00083545_chc	6.01	53.735
ENSG00000226397	XLOC_005516_chc	ENST00000549262	TCONS_00015912_chc	7.686	32.111
ENSG00000259603	XLOC_009966_chc	ENST00000559410	TCONS_00037537_chc	4.322	26.454
ENSG00000249667	XLOC_021536_chc	ENST00000507056	TCONS_00085363_chc	4.285	22.433
ENSG00000264985	XLOC_035002_chc	ENST00000583547	TCONS_00169543_chc	4.483	43.744
ENSG00000254002	XLOC_037199_chc	ENST00000520375	TCONS_00185087_chc	3.531	96.258
ENSG00000263787	XLOC_038793_chc	ENST00000582246	TCONS_00194861_chc	10.108	31.905
ENSG00000255165	XLOC_022359_chc	ENST00000531268	TCONS_00093487_chc	4.33	20.402
ENSG00000260136	XLOC_032847_chc	ENST00000570080	TCONS_00155170_chc	15.109	20.553
ENSG00000277504	XLOC_030995_chc	ENST00000620306	TCONS_00143852_chc	9.842	24.916
ENSG00000261327	XLOC_030994_chc	ENST00000568031	TCONS_00143849_chc	10.077	23.945
ENSG00000250838	XLOC_038809_chc	ENST00000505903	TCONS_00194931_chc	4.975	44.028
ENSG00000224424	XLOC_031271_chc	ENST00000435419	TCONS_00146274_chc	17.089	111.61
ENSG00000258647	XLOC_030100_chc	ENST00000557075	TCONS_00140240_chc	3.946	13.292
ENSG00000226125	XLOC_029162_chc	ENST00000415174	TCONS_00132230_chc	4.803	178.801
ENSG00000234638	XLOC_026226_chc	ENST00000431827	TCONS_00114780_chc	4.173	35.408
ENSG00000198221	XLOC_014915_chc	ENST00000359760	TCONS_00058348_chc	8.743	105.833
ENSG00000231133	XLOC_036462_chc	ENST00000447910	TCONS_00179356_chc	4.869	69.142
ENSG00000173811	XLOC_008310_chc	ENST00000418161	TCONS_00033108_chc	4.739	133.118
ENSG00000226137	XLOC_035013_chc	ENST00000573167	TCONS_00169570_chc	11.66	26.482
ENSG00000248550	XLOC_023063_chc	ENST00000534909	TCONS_00102504_chc	7.353	49.406
ENSG00000254980	XLOC_037986_chc	ENST00000530283	TCONS_00189791_chc	4.411	99.174
ENSG00000261467	XLOC_035695_chc	ENST00000567919	TCONS_00174735_chc	10.677	54.336
ENSG00000264577	XLOC_035771_chc	ENST00000582718	TCONS_00175011_chc	6.768	16.018
ENSG00000185168	XLOC_035289_chc	ENST00000332012	TCONS_00170935_chc	7.766	68.712
ENSG00000251034	XLOC_037074_chc	ENST00000514980	TCONS_00184521_chc	9.364	19.877
ENSG00000226741	XLOC_033597_chc	ENST00000426467	TCONS_00160410_chc	12.702	16.194
ENSG00000261763	XLOC_028503_chc	ENST00000563865	TCONS_00129317_chc	3.64	51.186
ENSG00000260566	XLOC_032852_chc	ENST00000563129	TCONS_00155267_chc	6.499	40.079
ENSG00000223522	XLOC_014650_chc	ENST00000418963	TCONS_00057346_chc	3.964	91.98
ENSG00000280401	XLOC_024672_chc	ENST00000624563	TCONS_00105905_chc	5.726	35.178
ENSG00000261924	XLOC_035308_chc	ENST00000576234	TCONS_00172327_chc	9.257	41.179
ENSG00000283033	XLOC_033201_chc	ENST00000635352	TCONS_00157188_chc	3.975	20.567
ENSG00000230552	XLOC_026097_chc	ENST00000428283	TCONS_00118946_chc	4.296	36.888
ENSG00000227947	XLOC_027612_chc	ENST00000454285	TCONS_00122729_chc	6.194	85.512
ENSG00000268218	XLOC_030600_chc	ENST00000602042	TCONS_00144402_chc	4.419	37.914
ENSG00000267719	XLOC_035013_chc	ENST00000592718	TCONS_00169571_chc	13.18	36.235
ENSG00000231721	XLOC_004217_chc	ENST00000451786	TCONS_00012265_chc	4.685	74.327
ENSG00000265043	XLOC_032773_chc	ENST00000577309	TCONS_00158452_chc	13.941	47.103
ENSG00000267122	XLOC_039424_chc	ENST00000585593	TCONS_00198214_chc	4.275	31.361
ENSG00000279204	XLOC_032445_chc	ENST00000624206	TCONS_00152245_chc	6.075	34.358
ENSG00000272989	XLOC_028727_chc	ENST00000608206	TCONS_00130300_chc	7.311	70.787
ENSG00000265688	XLOC_035267_chc	ENST00000582106	TCONS_00170824_chc	10.703	36.272
ENSG00000231764	XLOC_011719_chc	ENST00000431497	TCONS_00042071_chc	9.045	42.016
ENSG00000251381	XLOC_022089_chc	ENST00000527945	TCONS_00092320_chc	3.901	97.538
ENSG00000239921	XLOC_031255_chc	ENST00000461398	TCONS_00146165_chc	7.818	40.218
ENSG00000234880	XLOC_026609_chc	ENST00000439088	TCONS_00116376_chc	4	34.735
ENSG00000224794	XLOC_005148_chc	ENST00000434516	TCONS_00014798_chc	8.285	84.032
ENSG00000273233	XLOC_014273_chc	ENST00000609581	TCONS_00056051_chc	4.396	43.243
ENSG00000282057	XLOC_027490_chc	ENST00000498304	TCONS_00122310_chc	3.783	17.176
ENSG00000260005	XLOC_035042_chc	ENST00000575922	TCONS_00169712_chc	14.137	35.566
ENSG00000278214	XLOC_030561_chc	ENST00000612023	TCONS_00142030_chc	4.893	19.54
ENSG00000236304	XLOC_008149_chc	ENST00000447519	TCONS_00022649_chc	5.185	60.893
ENSG00000261801	XLOC_029897_chc	ENST00000565416	TCONS_00137776_chc	7.607	65.708
ENSG00000235897	XLOC_029162_chc	ENST00000452051	TCONS_00132230_chc	13.728	103.109
ENSG00000237037	XLOC_005095_chc	ENST00000608974	TCONS_00027630_chc	5.678	36.173
ENSG00000235609	XLOC_006163_chc	ENST00000432230	TCONS_00017980_chc	3.474	107.121
ENSG00000260473	XLOC_042453_chc	ENST00000637934	TCONS_00210950_chc	7.02	88.518
ENSG00000227938	XLOC_014650_chc	ENST00000439700	TCONS_00057346_chc	4.738	40.246
ENSG00000280399	XLOC_028503_chc	ENST00000624916	TCONS_00129317_chc	4.756	53.146
ENSG00000253490	XLOC_021204_chc	ENST00000522158	TCONS_00084056_chc	4.845	29.22
ENSG00000279900	XLOC_003994_chc	ENST00000624584	TCONS_00011572_chc	5.842	38.575
ENSG00000261863	XLOC_035444_chc	ENST00000573270	TCONS_00172941_chc	3.357	54.97
ENSG00000255399	XLOC_033734_chc	ENST00000528549	TCONS_00163407_chc	3.576	65.979
ENSG00000264243	XLOC_039019_chc	ENST00000581213	TCONS_00195940_chc	5.847	46.353
ENSG00000224424	XLOC_031475_chc	ENST00000416209	TCONS_00146970_chc	6.031	61.818
ENSG00000258354	XLOC_033239_chc	ENST00000548268	TCONS_00157361_chc	3.78	12.45
ENSG00000271040	XLOC_015083_chc	ENST00000603032	TCONS_00058882_chc	3.302	25.775
ENSG00000279825	XLOC_035507_chc	ENST00000625108	TCONS_00173280_chc	7.299	99.099
ENSG00000264269	XLOC_041035_chc	ENST00000584252	TCONS_00203073_chc	3.652	37.005
ENSG00000267469	XLOC_039385_chc	ENST00000592758	TCONS_00198057_chc	6.859	36.038
ENSG00000241388	XLOC_034001_chc	ENST00000535301	TCONS_00162610_chc	9.825	25.265
ENSG00000272108	XLOC_031857_chc	ENST00000606030	TCONS_00150025_chc	10.027	43.063
ENSG00000249574	XLOC_033125_chc	ENST00000515213	TCONS_00156934_chc	17.428	54.416
ENSG00000248668	XLOC_039844_chc	ENST00000508458	TCONS_00200041_chc	5.52	22.774
ENSG00000267288	XLOC_038964_chc	ENST00000589796	TCONS_00196704_chc	3.528	43.305
ENSG00000268896	XLOC_026226_chc	ENST00000596829	TCONS_00114780_chc	5.855	24.853
ENSG00000232648	XLOC_019278_chc	ENST00000457303	TCONS_00077284_chc	7.004	33.051
ENSG00000267469	XLOC_039401_chc	ENST00000592758	TCONS_00198153_chc	4.924	21.154
ENSG00000228242	XLOC_031276_chc	ENST00000428681	TCONS_00146291_chc	3.994	26.101
ENSG00000218416	XLOC_028503_chc	ENST00000404891	TCONS_00129316_chc	5.247	39.041
ENSG00000274627	XLOC_030590_chc	ENST00000611189	TCONS_00142096_chc	6.653	30.706
ENSG00000279117	XLOC_004104_chc	ENST00000624624	TCONS_00011921_chc	3.503	42.716
ENSG00000267065	XLOC_035166_chc	ENST00000585863	TCONS_00170389_chc	13.16	55.105
ENSG00000280402	XLOC_033372_chc	ENST00000625130	TCONS_00159223_chc	5.961	21.381
ENSG00000256811	XLOC_033846_chc	ENST00000543848	TCONS_00161594_chc	4.753	65.343
ENSG00000267432	XLOC_035302_chc	ENST00000598378	TCONS_00170968_chc	8.168	35.546
ENSG00000250786	XLOC_012751_chc	ENST00000508179	TCONS_00044795_chc	12.598	23.392
ENSG00000236908	XLOC_005706_chc	ENST00000432994	TCONS_00016417_chc	5.875	148.989
ENSG00000203497	XLOC_025673_chc	ENST00000420367	TCONS_00110068_chc	7.904	88.106
ENSG00000236051	XLOC_007348_chc	ENST00000636737	TCONS_00020979_chc	6.811	19.066
ENSG00000279927	XLOC_005190_chc	ENST00000623420	TCONS_00014918_chc	5.938	119.549
ENSG00000238272	XLOC_027280_chc	ENST00000431459	TCONS_00121289_chc	3.704	20.347
ENSG00000259831	XLOC_007030_chc	ENST00000569854	TCONS_00020401_chc	4.426	48.854
ENSG00000261302	XLOC_030731_chc	ENST00000564560	TCONS_00142836_chc	5.937	37.675
ENSG00000267801	XLOC_035314_chc	ENST00000586076	TCONS_00171069_chc	5.958	38.357
ENSG00000269243	XLOC_039505_chc	ENST00000597983	TCONS_00198469_chc	6.364	26.967
ENSG00000271380	XLOC_038092_chc	ENST00000605085	TCONS_00190811_chc	13.251	65.859
ENSG00000245812	XLOC_032454_chc	ENST00000517335	TCONS_00152352_chc	4.805	74.059
ENSG00000280038	XLOC_029595_chc	ENST00000623634	TCONS_00136533_chc	5.362	26.944
ENSG00000212694	XLOC_033858_chc	ENST00000538335	TCONS_00161713_chc	3.992	30.46
ENSG00000270124	XLOC_030953_chc	ENST00000602862	TCONS_00143741_chc	4.203	36.654
ENSG00000248015	XLOC_039156_chc	ENST00000585596	TCONS_00197058_chc	3.907	132.356
ENSG00000279738	XLOC_005134_chc	ENST00000623726	TCONS_00014768_chc	5.083	54.454
ENSG00000259420	XLOC_029905_chc	ENST00000561123	TCONS_00137845_chc	4.035	55.502
ENSG00000227946	XLOC_026754_chc	ENST00000435627	TCONS_00116919_chc	5.434	46.931
ENSG00000187904	XLOC_019987_chc	ENST00000441093	TCONS_00079632_chc	4.332	37.696
ENSG00000261535	XLOC_035704_chc	ENST00000566572	TCONS_00174767_chc	4.192	64.705
ENSG00000245213	XLOC_021077_chc	ENST00000500914	TCONS_00083635_chc	9.592	61.624
ENSG00000223597	XLOC_012768_chc	ENST00000500616	TCONS_00044850_chc	5.85	43.444
ENSG00000255458	XLOC_021523_chc	ENST00000529314	TCONS_00085312_chc	5.135	14.192
ENSG00000229043	XLOC_032723_chc	ENST00000423008	TCONS_00154637_chc	3.89	32.623
ENSG00000266830	XLOC_035754_chc	ENST00000579045	TCONS_00174952_chc	8.738	23.775
ENSG00000277938	XLOC_014436_chc	ENST00000613361	TCONS_00056621_chc	8.025	70.238
ENSG00000261054	XLOC_030124_chc	ENST00000566974	TCONS_00138883_chc	5.166	36.574
ENSG00000254835	XLOC_033660_chc	ENST00000526089	TCONS_00160804_chc	3.975	33.571
ENSG00000229807	XLOC_020528_chc	ENST00000434839	TCONS_00081749_chc	5.004	43.581
ENSG00000263126	XLOC_030716_chc	ENST00000572067	TCONS_00142785_chc	8.343	129.128
ENSG00000234248	XLOC_004244_chc	ENST00000457632	TCONS_00012316_chc	3.252	165.096
ENSG00000203362	XLOC_014708_chc	ENST00000417591	TCONS_00057548_chc	12.577	28.073
ENSG00000261613	XLOC_033225_chc	ENST00000563449	TCONS_00157288_chc	16.424	23.025
ENSG00000256904	XLOC_005709_chc	ENST00000394240	TCONS_00016505_chc	5.209	47.499
ENSG00000255571	XLOC_030080_chc	ENST00000536780	TCONS_00138616_chc	18.654	76.722
ENSG00000263276	XLOC_030647_chc	ENST00000571975	TCONS_00142485_chc	4.552	19.365
ENSG00000237879	XLOC_007807_chc	ENST00000414407	TCONS_00021822_chc	5.824	101.398
ENSG00000274565	XLOC_038974_chc	ENST00000611274	TCONS_00195657_chc	12.728	41.697
ENSG00000222041	XLOC_020136_chc	ENST00000414030	TCONS_00080104_chc	4.185	76.885
ENSG00000224536	XLOC_038532_chc	ENST00000454651	TCONS_00192988_chc	4.813	35.246
ENSG00000279554	XLOC_033238_chc	ENST00000624082	TCONS_00157353_chc	3.922	25.652
ENSG00000272836	XLOC_004508_chc	ENST00000610050	TCONS_00012928_chc	4.065	32.284
ENSG00000204876	XLOC_011416_chc	ENST00000377722	TCONS_00041248_chc	5.83	5.02
ENSG00000282111	XLOC_017112_chc	ENST00000632635	TCONS_00064696_chc	5.844	18.873
ENSG00000257621	XLOC_023045_chc	ENST00000551597	TCONS_00095926_chc	3.671	85.985
ENSG00000254746	XLOC_023627_chc	ENST00000527642	TCONS_00098137_chc	3.629	32.45
ENSG00000269821	XLOC_022177_chc	ENST00000597346	TCONS_00092835_chc	9.322	35.429
ENSG00000268670	XLOC_039438_chc	ENST00000600056	TCONS_00198273_chc	4.008	60.094
ENSG00000266371	XLOC_035214_chc	ENST00000584382	TCONS_00170564_chc	8.989	90.497
ENSG00000226355	XLOC_034678_chc	ENST00000439014	TCONS_00167166_chc	4.01	141.72
ENSG00000273221	XLOC_038432_chc	ENST00000610049	TCONS_00192440_chc	4.704	39.959
ENSG00000278709	XLOC_036569_chc	ENST00000613231	TCONS_00179767_chc	3.968	13.772
ENSG00000253456	XLOC_032452_chc	ENST00000518425	TCONS_00152338_chc	4.917	14.405
ENSG00000278901	XLOC_031861_chc	ENST00000625195	TCONS_00150061_chc	11.764	51.046
ENSG00000261334	XLOC_034365_chc	ENST00000565882	TCONS_00165379_chc	11.14	57.386
ENSG00000279249	XLOC_030785_chc	ENST00000623424	TCONS_00143036_chc	4.74	31.563
ENSG00000273551	XLOC_033212_chc	ENST00000614275	TCONS_00157207_chc	3.062	44.102
ENSG00000266835	XLOC_013161_chc	ENST00000581029	TCONS_00045742_chc	4.435	42.015
ENSG00000257060	XLOC_029655_chc	ENST00000543286	TCONS_00136781_chc	7.197	49.435
ENSG00000259289	XLOC_030151_chc	ENST00000558436	TCONS_00139059_chc	4	46.403
ENSG00000223396	XLOC_038493_chc	ENST00000441932	TCONS_00192823_chc	7.31	27.506
ENSG00000229891	XLOC_000986_chc	ENST00000424852	TCONS_00003126_chc	4.746	36.249
ENSG00000272070	XLOC_031868_chc	ENST00000606901	TCONS_00150093_chc	5.965	51.34
ENSG00000180422	XLOC_030609_chc	ENST00000565008	TCONS_00142144_chc	4.334	23.371
ENSG00000213373	XLOC_038840_chc	ENST00000417193	TCONS_00195053_chc	3.327	52.502
ENSG00000213057	XLOC_027318_chc	ENST00000521244	TCONS_00121477_chc	10.864	45.889
ENSG00000223387	XLOC_028784_chc	ENST00000418839	TCONS_00130513_chc	4.862	48.896
ENSG00000277089	XLOC_035560_chc	ENST00000620056	TCONS_00173874_chc	4.926	31.947
ENSG00000242407	XLOC_038852_chc	ENST00000495536	TCONS_00196569_chc	6.626	25.094
ENSG00000260919	XLOC_029884_chc	ENST00000565737	TCONS_00137692_chc	7.828	85.294
ENSG00000179136	XLOC_034851_chc	ENST00000313495	TCONS_00168919_chc	5.178	64.444
ENSG00000238164	XLOC_036687_chc	ENST00000416860	TCONS_00181700_chc	10.838	25.605
ENSG00000259343	XLOC_030064_chc	ENST00000559277	TCONS_00138501_chc	7.025	21.411
ENSG00000206567	XLOC_031514_chc	ENST00000454232	TCONS_00147108_chc	4.268	48.752
ENSG00000263624	XLOC_032789_chc	ENST00000584203	TCONS_00154886_chc	6.975	48.953
ENSG00000230733	XLOC_032751_chc	ENST00000444210	TCONS_00154760_chc	7.823	24.316
ENSG00000254790	XLOC_037837_chc	ENST00000524467	TCONS_00188991_chc	5.283	51.447
ENSG00000236961	XLOC_014695_chc	ENST00000424283	TCONS_00057518_chc	3.366	30.556
ENSG00000260246	XLOC_027810_chc	ENST00000562538	TCONS_00123668_chc	6.876	74.704
ENSG00000259921	XLOC_030124_chc	ENST00000563495	TCONS_00138881_chc	6.958	40.178
ENSG00000273253	XLOC_004513_chc	ENST00000608025	TCONS_00012950_chc	9.973	47.748
ENSG00000255135	XLOC_004095_chc	ENST00000572035	TCONS_00011902_chc	3.41	30.833
ENSG00000269941	XLOC_006496_chc	ENST00000602481	TCONS_00018838_chc	5.493	80.806
ENSG00000260790	XLOC_033262_chc	ENST00000568827	TCONS_00157455_chc	3.945	66.819
ENSG00000249094	XLOC_033876_chc	ENST00000446473	TCONS_00161888_chc	3.197	20.688
ENSG00000257935	XLOC_033734_chc	ENST00000551357	TCONS_00161053_chc	5.073	43.628
ENSG00000259542	XLOC_030116_chc	ENST00000559611	TCONS_00138821_chc	4.543	11.435
ENSG00000250748	XLOC_004748_chc	ENST00000355869	TCONS_00013575_chc	5.202	20.523
ENSG00000267512	XLOC_044609_chc	ENST00000591825	TCONS_00216732_chc	6.2	22.712
ENSG00000226508	XLOC_002850_chc	ENST00000436841	TCONS_00009130_chc	4.803	25.135
ENSG00000247095	XLOC_022234_chc	ENST00000500447	TCONS_00093036_chc	5.998	35.242
ENSG00000276707	XLOC_035854_chc	ENST00000614759	TCONS_00175442_chc	4.661	47.006
ENSG00000280073	XLOC_023748_chc	ENST00000624684	TCONS_00098786_chc	4.513	82.189
ENSG00000278989	XLOC_003993_chc	ENST00000624124	TCONS_00011564_chc	7.57	33.312
ENSG00000235475	XLOC_035679_chc	ENST00000430244	TCONS_00176652_chc	10.343	39.597
ENSG00000240562	XLOC_031655_chc	ENST00000479610	TCONS_00149347_chc	5.921	43.669
ENSG00000248008	XLOC_034000_chc	ENST00000500741	TCONS_00162582_chc	4.868	12.751
ENSG00000267469	XLOC_039232_chc	ENST00000592758	TCONS_00197380_chc	9.593	88.291
ENSG00000224276	XLOC_038170_chc	ENST00000415726	TCONS_00191647_chc	3.822	28.85
ENSG00000179082	XLOC_034353_chc	ENST00000316786	TCONS_00165296_chc	8.514	33.272
ENSG00000254111	XLOC_037225_chc	ENST00000522643	TCONS_00185228_chc	6.899	50.243
ENSG00000261168	XLOC_038226_chc	ENST00000563624	TCONS_00191382_chc	5.178	61.817
ENSG00000268388	XLOC_030975_chc	ENST00000597578	TCONS_00143799_chc	10.205	98.194
ENSG00000229385	XLOC_020181_chc	ENST00000443301	TCONS_00080170_chc	5.926	11.958
ENSG00000267073	XLOC_039402_chc	ENST00000592934	TCONS_00198968_chc	3.675	42.81
ENSG00000275494	XLOC_032847_chc	ENST00000613406	TCONS_00155170_chc	3.839	23.817
ENSG00000259062	XLOC_023746_chc	ENST00000553961	TCONS_00098780_chc	4.197	66.336
ENSG00000259203	XLOC_029535_chc	ENST00000560818	TCONS_00136125_chc	6.07	48.882
ENSG00000234771	XLOC_034379_chc	ENST00000418747	TCONS_00165493_chc	12.648	35.636
ENSG00000282381	XLOC_035371_chc	ENST00000632111	TCONS_00172722_chc	4.236	28.596
ENSG00000259834	XLOC_038432_chc	ENST00000566942	TCONS_00192440_chc	5.027	98.84
ENSG00000275880	XLOC_007025_chc	ENST00000611744	TCONS_00020347_chc	7.692	57.673
ENSG00000226869	XLOC_000283_chc	ENST00000450896	TCONS_00001285_chc	3.806	44.345
ENSG00000182873	XLOC_036695_chc	ENST00000333854	TCONS_00181753_chc	10.162	44.145
ENSG00000233611	XLOC_025925_chc	ENST00000415226	TCONS_00113313_chc	6.581	45.706
ENSG00000229950	XLOC_012472_chc	ENST00000443546	TCONS_00055164_chc	7.108	94.744
ENSG00000224220	XLOC_016165_chc	ENST00000352271	TCONS_00061665_chc	4.094	35.707
ENSG00000205866	XLOC_023489_chc	ENST00000538190	TCONS_00097447_chc	7.2	22.561
ENSG00000266947	XLOC_035468_chc	ENST00000590478	TCONS_00173108_chc	5.014	55.669
ENSG00000230452	XLOC_016126_chc	ENST00000431650	TCONS_00072992_chc	3.468	36.125
ENSG00000260448	XLOC_033240_chc	ENST00000563176	TCONS_00157364_chc	4.478	15.126
ENSG00000253187	XLOC_011882_chc	ENST00000523790	TCONS_00042518_chc	11.403	41.302
ENSG00000257958	XLOC_033745_chc	ENST00000548488	TCONS_00161075_chc	4.13	23.953
ENSG00000269688	XLOC_022539_chc	ENST00000600473	TCONS_00094333_chc	8.945	18.711
ENSG00000275888	XLOC_035149_chc	ENST00000620937	TCONS_00172053_chc	5.421	38.26
ENSG00000188477	XLOC_032874_chc	ENST00000468219	TCONS_00155412_chc	3.824	47.452
ENSG00000269609	XLOC_024786_chc	ENST00000596045	TCONS_00106384_chc	7.063	24.842
ENSG00000256906	XLOC_033826_chc	ENST00000535487	TCONS_00161500_chc	5.453	11.849
ENSG00000225506	XLOC_028214_chc	ENST00000444042	TCONS_00125601_chc	12.049	19.199
ENSG00000264007	XLOC_035787_chc	ENST00000582367	TCONS_00175114_chc	4.999	10.416
ENSG00000248508	XLOC_022525_chc	ENST00000504245	TCONS_00094269_chc	4.311	60.854
ENSG00000268289	XLOC_039522_chc	ENST00000598893	TCONS_00198560_chc	3.426	25.489
ENSG00000267505	XLOC_038718_chc	ENST00000585620	TCONS_00194503_chc	6.001	17.981
ENSG00000279569	XLOC_030675_chc	ENST00000623414	TCONS_00142578_chc	6.55	31.321
ENSG00000280138	XLOC_033552_chc	ENST00000623210	TCONS_00160134_chc	14.213	41.109
ENSG00000268649	XLOC_036582_chc	ENST00000596276	TCONS_00179844_chc	4.307	47.898
ENSG00000267288	XLOC_038752_chc	ENST00000589451	TCONS_00194663_chc	3.251	37.041
