human gene	cow gene	human transcript	cow transcript	motif-pattern similarity score	gap penalty score
ENSG00000258297	XLOC_064577_cow	ENST00000550837	TCONS_00228024_cow	5.794	37.356
ENSG00000229891	XLOC_015693_cow	ENST00000424852	TCONS_00050350_cow	5.035	113.304
ENSG00000231074	XLOC_055860_cow	ENST00000438412	TCONS_00196728_cow	4.517	27.313
ENSG00000263069	XLOC_048594_cow	ENST00000575034	TCONS_00168993_cow	11.244	51.2
ENSG00000277013	XLOC_045457_cow	ENST00000610908	TCONS_00155215_cow	14.069	37.369
ENSG00000263412	XLOC_048229_cow	ENST00000578660	TCONS_00167687_cow	6.461	36.21
ENSG00000269890	XLOC_018488_cow	ENST00000602517	TCONS_00061390_cow	4.058	43.92
ENSG00000267520	XLOC_029607_cow	ENST00000589496	TCONS_00099189_cow	4.087	21.743
ENSG00000279189	XLOC_064346_cow	ENST00000625192	TCONS_00227174_cow	9.884	67.83
ENSG00000267458	XLOC_018705_cow	ENST00000589120	TCONS_00062149_cow	7.107	18.346
ENSG00000230630	XLOC_042256_cow	ENST00000417354	TCONS_00142103_cow	6.816	43.73
ENSG00000185168	XLOC_048583_cow	ENST00000332012	TCONS_00168953_cow	8.977	42.833
ENSG00000279066	XLOC_049952_cow	ENST00000624980	TCONS_00173680_cow	8.659	37.506
ENSG00000255946	XLOC_044560_cow	ENST00000542620	TCONS_00150765_cow	7.339	9.15
ENSG00000272620	XLOC_017016_cow	ENST00000608442	TCONS_00055788_cow	8.144	77.084
ENSG00000255980	XLOC_064627_cow	ENST00000545202	TCONS_00228230_cow	3.948	51.53
ENSG00000272476	XLOC_025445_cow	ENST00000606070	TCONS_00084522_cow	7.137	64.158
ENSG00000259348	XLOC_051925_cow	ENST00000561051	TCONS_00181549_cow	4.782	18.888
ENSG00000260917	XLOC_060859_cow	ENST00000564352	TCONS_00215072_cow	9.454	31.418
ENSG00000232907	XLOC_036101_cow	ENST00000559804	TCONS_00120604_cow	3.26	41.073
ENSG00000260423	XLOC_015411_cow	ENST00000567749	TCONS_00049313_cow	5.566	68.391
ENSG00000267505	XLOC_048419_cow	ENST00000585620	TCONS_00168390_cow	5.081	35.547
ENSG00000268257	XLOC_025991_cow	ENST00000601203	TCONS_00085635_cow	4.764	22.131
ENSG00000267493	XLOC_020659_cow	ENST00000585832	TCONS_00068403_cow	5.393	42.539
ENSG00000280003	XLOC_054246_cow	ENST00000624096	TCONS_00189783_cow	6.323	27.352
ENSG00000205015	XLOC_045062_cow	ENST00000378340	TCONS_00153944_cow	6.232	79.177
ENSG00000267466	XLOC_048648_cow	ENST00000585798	TCONS_00169189_cow	9.891	45.316
ENSG00000279859	XLOC_017007_cow	ENST00000632154	TCONS_00055771_cow	4.999	39.07
ENSG00000226872	XLOC_044768_cow	ENST00000450652	TCONS_00151404_cow	7.508	44.649
ENSG00000267214	XLOC_020398_cow	ENST00000592525	TCONS_00067597_cow	7.731	87.71
ENSG00000260448	XLOC_059142_cow	ENST00000566507	TCONS_00208187_cow	4.551	8.986
ENSG00000279801	XLOC_050037_cow	ENST00000624282	TCONS_00173960_cow	7.418	42.997
ENSG00000231826	XLOC_030855_cow	ENST00000422351	TCONS_00102718_cow	10.731	41.604
ENSG00000230051	XLOC_043752_cow	ENST00000413244	TCONS_00148326_cow	4.434	46.306
ENSG00000268649	XLOC_034723_cow	ENST00000596276	TCONS_00116602_cow	5.05	64.003
ENSG00000251460	XLOC_017020_cow	ENST00000510640	TCONS_00055801_cow	4.703	42.685
ENSG00000278200	XLOC_048583_cow	ENST00000617888	TCONS_00168953_cow	14.819	37.545
ENSG00000232442	XLOC_035867_cow	ENST00000449500	TCONS_00119813_cow	5.399	31.642
ENSG00000203325	XLOC_004567_cow	ENST00000366152	TCONS_00013198_cow	3.999	72.792
ENSG00000224717	XLOC_040916_cow	ENST00000442318	TCONS_00138252_cow	4.694	81.706
ENSG00000226917	XLOC_055585_cow	ENST00000448211	TCONS_00195770_cow	4.514	24.844
ENSG00000214324	XLOC_055310_cow	ENST00000624688	TCONS_00193326_cow	6.154	46.44
ENSG00000251298	XLOC_043085_cow	ENST00000508072	TCONS_00146538_cow	5.255	38.818
ENSG00000265121	XLOC_048648_cow	ENST00000584075	TCONS_00169189_cow	11	48.046
ENSG00000279655	XLOC_011879_cow	ENST00000624160	TCONS_00037756_cow	6.933	183.521
ENSG00000229498	XLOC_031109_cow	ENST00000366278	TCONS_00103356_cow	5.583	28.1
ENSG00000267659	XLOC_050194_cow	ENST00000591754	TCONS_00174508_cow	5.611	76.013
ENSG00000265206	XLOC_048935_cow	ENST00000579003	TCONS_00170092_cow	3.959	29.155
ENSG00000228401	XLOC_031785_cow	ENST00000411904	TCONS_00105378_cow	3.276	32.901
ENSG00000231691	XLOC_040882_cow	ENST00000437919	TCONS_00138127_cow	4.063	30.025
ENSG00000245888	XLOC_059177_cow	ENST00000499939	TCONS_00208299_cow	7.407	49.699
ENSG00000279954	XLOC_014156_cow	ENST00000623717	TCONS_00045991_cow	8.953	57.346
ENSG00000229807	XLOC_066189_cow	ENST00000429829	TCONS_00233416_cow	11.592	84.795
ENSG00000165511	XLOC_063453_cow	ENST00000625168	TCONS_00223778_cow	4.915	62.94
ENSG00000244675	XLOC_002202_cow	ENST00000455557	TCONS_00005110_cow	11.389	35.071
ENSG00000269139	XLOC_018820_cow	ENST00000620586	TCONS_00062591_cow	6.979	41.749
ENSG00000266505	XLOC_032310_cow	ENST00000585222	TCONS_00109230_cow	3.945	77.205
ENSG00000279567	XLOC_048072_cow	ENST00000623654	TCONS_00167113_cow	6.097	101.823
ENSG00000266473	XLOC_050210_cow	ENST00000585193	TCONS_00174568_cow	12.812	23.211
ENSG00000279145	XLOC_026915_cow	ENST00000623483	TCONS_00090225_cow	6.715	18.97
ENSG00000225756	XLOC_031738_cow	ENST00000425189	TCONS_00107352_cow	5.703	41.814
ENSG00000196668	XLOC_044486_cow	ENST00000480237	TCONS_00150472_cow	5.834	34.085
ENSG00000226416	XLOC_064680_cow	ENST00000419080	TCONS_00228359_cow	7.387	34.697
ENSG00000275437	XLOC_034664_cow	ENST00000616512	TCONS_00116419_cow	4.636	23.979
ENSG00000266990	XLOC_020662_cow	ENST00000588380	TCONS_00068410_cow	12.157	58.103
ENSG00000093100	XLOC_013919_cow	ENST00000476405	TCONS_00045240_cow	12.419	49.328
ENSG00000228242	XLOC_055235_cow	ENST00000628412	TCONS_00193094_cow	5.303	34.24
ENSG00000259462	XLOC_052086_cow	ENST00000618020	TCONS_00181973_cow	7.861	32.498
ENSG00000230676	XLOC_031670_cow	ENST00000436510	TCONS_00104911_cow	9.343	57.548
ENSG00000263126	XLOC_045324_cow	ENST00000572067	TCONS_00154777_cow	3.935	90.515
ENSG00000231294	XLOC_004241_cow	ENST00000412065	TCONS_00012319_cow	3.942	45.096
ENSG00000205913	XLOC_058847_cow	ENST00000382313	TCONS_00207109_cow	10.29	46.865
ENSG00000243766	XLOC_011883_cow	ENST00000521028	TCONS_00039330_cow	5.402	83.143
ENSG00000260751	XLOC_059140_cow	ENST00000568262	TCONS_00208178_cow	7.28	38.622
ENSG00000279726	XLOC_020827_cow	ENST00000624712	TCONS_00068957_cow	4.923	46.815
ENSG00000256694	XLOC_015546_cow	ENST00000540136	TCONS_00049793_cow	6.409	25.475
ENSG00000267786	XLOC_045517_cow	ENST00000592518	TCONS_00155476_cow	4.491	113.756
ENSG00000236754	XLOC_015588_cow	ENST00000443935	TCONS_00050007_cow	5.608	66.191
ENSG00000260328	XLOC_049488_cow	ENST00000562897	TCONS_00171967_cow	5.173	76.788
ENSG00000236830	XLOC_003022_cow	ENST00000625079	TCONS_00007054_cow	4.329	46.214
ENSG00000215386	XLOC_001703_cow	ENST00000602339	TCONS_00004080_cow	4.291	20.797
ENSG00000275936	XLOC_043650_cow	ENST00000617183	TCONS_00148032_cow	6.576	34.099
ENSG00000225084	XLOC_047861_cow	ENST00000414776	TCONS_00166397_cow	4.179	61.455
ENSG00000223831	XLOC_043790_cow	ENST00000432130	TCONS_00148500_cow	5.222	21.213
ENSG00000272288	XLOC_055462_cow	ENST00000606971	TCONS_00195332_cow	5.028	37.393
ENSG00000250241	XLOC_043225_cow	ENST00000505289	TCONS_00146824_cow	5.977	40.546
ENSG00000238164	XLOC_041421_cow	ENST00000416860	TCONS_00139706_cow	12.358	60.847
ENSG00000275120	XLOC_053032_cow	ENST00000618330	TCONS_00184879_cow	6.926	103.748
ENSG00000225062	XLOC_005840_cow	ENST00000425481	TCONS_00016420_cow	5.174	48.415
ENSG00000276075	XLOC_046596_cow	ENST00000621378	TCONS_00159702_cow	4.572	26.258
ENSG00000255475	XLOC_064995_cow	ENST00000525429	TCONS_00229079_cow	3.343	50.601
ENSG00000268289	XLOC_018589_cow	ENST00000598893	TCONS_00061780_cow	3.906	30.956
ENSG00000257048	XLOC_015538_cow	ENST00000542449	TCONS_00049736_cow	6.664	66.902
ENSG00000259780	XLOC_059671_cow	ENST00000564055	TCONS_00210078_cow	10.576	42.448
ENSG00000269821	XLOC_064670_cow	ENST00000597346	TCONS_00228338_cow	14.749	63.376
ENSG00000246851	XLOC_030311_cow	ENST00000502188	TCONS_00101041_cow	4.709	45.769
ENSG00000259456	XLOC_035147_cow	ENST00000558899	TCONS_00117961_cow	4	8.103
ENSG00000279136	XLOC_059636_cow	ENST00000623562	TCONS_00209910_cow	11.922	59.482
ENSG00000260460	XLOC_008281_cow	ENST00000564032	TCONS_00026027_cow	10.18	34.242
ENSG00000280377	XLOC_052052_cow	ENST00000624460	TCONS_00181820_cow	7.217	38.881
ENSG00000223436	XLOC_010865_cow	ENST00000455442	TCONS_00035229_cow	4.772	31.808
ENSG00000224532	XLOC_056256_cow	ENST00000435429	TCONS_00197706_cow	4.517	45.887
ENSG00000267424	XLOC_020159_cow	ENST00000588469	TCONS_00066579_cow	3.837	25.695
ENSG00000279035	XLOC_050080_cow	ENST00000625094	TCONS_00174191_cow	10.673	65.816
ENSG00000267719	XLOC_049984_cow	ENST00000592718	TCONS_00173772_cow	11.05	32.228
ENSG00000225855	XLOC_006685_cow	ENST00000543656	TCONS_00021402_cow	6.587	38.61
ENSG00000273551	XLOC_059651_cow	ENST00000614275	TCONS_00209978_cow	3.951	26.594
ENSG00000260440	XLOC_058042_cow	ENST00000567801	TCONS_00203776_cow	4.962	25.42
ENSG00000266101	XLOC_048278_cow	ENST00000579256	TCONS_00167893_cow	5.166	61.446
ENSG00000260177	XLOC_046326_cow	ENST00000561567	TCONS_00158823_cow	6.429	33.774
ENSG00000236081	XLOC_059578_cow	ENST00000453348	TCONS_00213064_cow	4.405	5.545
ENSG00000263394	XLOC_049462_cow	ENST00000583141	TCONS_00171836_cow	3.437	79.551
ENSG00000262888	XLOC_059742_cow	ENST00000571302	TCONS_00213161_cow	9.51	34.599
ENSG00000255399	XLOC_044501_cow	ENST00000532697	TCONS_00150503_cow	4.417	32.24
ENSG00000280053	XLOC_055304_cow	ENST00000625022	TCONS_00193269_cow	3.631	98.659
ENSG00000237341	XLOC_066291_cow	ENST00000433499	TCONS_00233868_cow	6.321	68.475
ENSG00000262786	XLOC_049442_cow	ENST00000571192	TCONS_00171772_cow	4.107	33.782
ENSG00000227373	XLOC_042531_cow	ENST00000430592	TCONS_00143200_cow	6.87	35.39
ENSG00000204044	XLOC_036227_cow	ENST00000535913	TCONS_00122860_cow	4.14	16.658
ENSG00000269937	XLOC_059674_cow	ENST00000569852	TCONS_00210091_cow	8.945	25.146
ENSG00000237919	XLOC_007442_cow	ENST00000425754	TCONS_00023435_cow	4.555	22.594
ENSG00000263938	XLOC_047603_cow	ENST00000582080	TCONS_00165668_cow	7.095	78.022
ENSG00000248508	XLOC_026696_cow	ENST00000504245	TCONS_00089559_cow	8.631	17.61
ENSG00000268231	XLOC_047128_cow	ENST00000596350	TCONS_00161615_cow	13.48	32.411
ENSG00000268030	XLOC_018542_cow	ENST00000597411	TCONS_00061604_cow	10.186	50.502
ENSG00000260996	XLOC_031779_cow	ENST00000566954	TCONS_00105351_cow	16.683	16.826
ENSG00000230091	XLOC_063884_cow	ENST00000412298	TCONS_00224924_cow	3.903	22.142
ENSG00000267278	XLOC_048424_cow	ENST00000585780	TCONS_00168408_cow	16.771	36.754
ENSG00000227456	XLOC_001549_cow	ENST00000430922	TCONS_00003785_cow	4.291	31.052
ENSG00000268218	XLOC_045049_cow	ENST00000602042	TCONS_00163164_cow	7.714	65.343
ENSG00000267470	XLOC_046834_cow	ENST00000588382	TCONS_00160448_cow	8.113	23.733
ENSG00000279117	XLOC_040313_cow	ENST00000624624	TCONS_00134998_cow	7.441	68.091
ENSG00000279554	XLOC_059149_cow	ENST00000624082	TCONS_00208197_cow	5.118	59.816
ENSG00000261798	XLOC_009523_cow	ENST00000566366	TCONS_00029442_cow	6.544	26.851
ENSG00000258885	XLOC_022147_cow	ENST00000557174	TCONS_00074336_cow	4.43	64.339
ENSG00000279537	XLOC_026696_cow	ENST00000624274	TCONS_00089557_cow	8.756	24.817
ENSG00000279136	XLOC_059633_cow	ENST00000623562	TCONS_00209890_cow	11.635	57.537
ENSG00000255015	XLOC_039971_cow	ENST00000527100	TCONS_00134115_cow	4.165	31.385
ENSG00000226567	XLOC_055179_cow	ENST00000412578	TCONS_00192910_cow	3.965	66.646
ENSG00000203706	XLOC_041745_cow	ENST00000437764	TCONS_00140789_cow	4.893	134.894
ENSG00000272092	XLOC_062190_cow	ENST00000607047	TCONS_00219756_cow	3.959	14.471
ENSG00000227954	XLOC_025718_cow	ENST00000607641	TCONS_00085019_cow	4.588	75.272
ENSG00000259654	XLOC_053014_cow	ENST00000558044	TCONS_00187271_cow	8.984	37.54
ENSG00000206552	XLOC_054696_cow	ENST00000447834	TCONS_00194013_cow	6.564	41.078
ENSG00000180861	XLOC_013705_cow	ENST00000531049	TCONS_00044561_cow	10.023	37.662
ENSG00000260411	XLOC_058957_cow	ENST00000585867	TCONS_00207654_cow	9.497	82.824
ENSG00000279841	XLOC_044970_cow	ENST00000624151	TCONS_00153643_cow	4.927	78.158
ENSG00000174403	XLOC_034674_cow	ENST00000475015	TCONS_00116457_cow	6.359	45.444
ENSG00000267122	XLOC_019206_cow	ENST00000585593	TCONS_00063767_cow	5.366	53.699
ENSG00000237181	XLOC_060420_cow	ENST00000429872	TCONS_00212398_cow	5.356	21.633
ENSG00000253715	XLOC_037562_cow	ENST00000510610	TCONS_00129247_cow	6.595	27.803
ENSG00000254010	XLOC_037739_cow	ENST00000524320	TCONS_00127046_cow	3.939	40.457
ENSG00000261338	XLOC_004308_cow	ENST00000562328	TCONS_00012430_cow	10.311	41.987
ENSG00000262001	XLOC_057739_cow	ENST00000572856	TCONS_00203008_cow	7.384	52.331
ENSG00000279117	XLOC_040322_cow	ENST00000624624	TCONS_00137043_cow	5.978	6.812
ENSG00000267000	XLOC_058003_cow	ENST00000589242	TCONS_00203723_cow	3.998	23.596
ENSG00000224609	XLOC_007570_cow	ENST00000425914	TCONS_00023645_cow	3.72	51.297
ENSG00000277504	XLOC_046317_cow	ENST00000620306	TCONS_00158787_cow	7.602	35.981
ENSG00000236394	XLOC_030453_cow	ENST00000439076	TCONS_00101488_cow	4.619	70.668
ENSG00000267757	XLOC_045722_cow	ENST00000591087	TCONS_00156383_cow	3.425	19.044
ENSG00000229191	XLOC_041832_cow	ENST00000458003	TCONS_00140991_cow	6.112	38.081
ENSG00000272888	XLOC_052897_cow	ENST00000557682	TCONS_00184318_cow	5.415	13.609
ENSG00000279233	XLOC_044358_cow	ENST00000623804	TCONS_00150037_cow	11.718	54.734
ENSG00000272763	XLOC_048214_cow	ENST00000608940	TCONS_00167653_cow	6.316	60.331
ENSG00000279028	XLOC_019390_cow	ENST00000625092	TCONS_00064487_cow	6.488	44.736
ENSG00000223999	XLOC_044768_cow	ENST00000438185	TCONS_00151404_cow	5.816	45.849
ENSG00000179818	XLOC_031274_cow	ENST00000366234	TCONS_00103759_cow	12.099	52.833
ENSG00000271360	XLOC_035319_cow	ENST00000604634	TCONS_00118368_cow	4.551	56.683
ENSG00000257178	XLOC_048212_cow	ENST00000548801	TCONS_00167645_cow	7.939	38.77
ENSG00000273253	XLOC_014211_cow	ENST00000608025	TCONS_00046164_cow	17.139	40.428
ENSG00000236961	XLOC_056626_cow	ENST00000424283	TCONS_00198771_cow	3.52	40.016
ENSG00000281162	XLOC_029186_cow	ENST00000627215	TCONS_00098220_cow	4.98	53.16
ENSG00000254340	XLOC_062098_cow	ENST00000520017	TCONS_00219529_cow	3.968	18.601
ENSG00000256008	XLOC_044559_cow	ENST00000540369	TCONS_00150758_cow	8.617	29.187
ENSG00000235295	XLOC_015547_cow	ENST00000443243	TCONS_00049812_cow	12.835	37.136
ENSG00000268499	XLOC_046830_cow	ENST00000598146	TCONS_00160390_cow	4.852	12.073
ENSG00000268677	XLOC_047116_cow	ENST00000596472	TCONS_00161572_cow	6.032	129.328
ENSG00000267469	XLOC_020377_cow	ENST00000592758	TCONS_00067519_cow	10.028	87.336
ENSG00000264243	XLOC_049599_cow	ENST00000581213	TCONS_00172440_cow	6.546	26.799
ENSG00000281450	XLOC_056502_cow	ENST00000629595	TCONS_00198341_cow	8.325	41.321
ENSG00000234741	XLOC_042528_cow	ENST00000451607	TCONS_00143196_cow	3.894	29.326
ENSG00000196167	XLOC_039774_cow	ENST00000526150	TCONS_00133636_cow	17.068	4.54
ENSG00000229953	XLOC_006649_cow	ENST00000448869	TCONS_00021183_cow	4.209	121.44
ENSG00000261441	XLOC_052049_cow	ENST00000569473	TCONS_00181806_cow	6.788	83.614
ENSG00000261804	XLOC_045166_cow	ENST00000566383	TCONS_00154244_cow	4.402	87.583
ENSG00000272888	XLOC_052905_cow	ENST00000554894	TCONS_00187215_cow	13.214	21.068
ENSG00000188477	XLOC_059917_cow	ENST00000468219	TCONS_00210722_cow	3.81	63.344
ENSG00000267607	XLOC_020208_cow	ENST00000589379	TCONS_00066730_cow	7.173	33.842
ENSG00000279692	XLOC_048584_cow	ENST00000624417	TCONS_00168958_cow	13.912	17.07
ENSG00000232190	XLOC_045022_cow	ENST00000430050	TCONS_00153847_cow	5.899	23.745
ENSG00000267288	XLOC_049825_cow	ENST00000589796	TCONS_00173236_cow	4.735	77.529
ENSG00000256364	XLOC_043638_cow	ENST00000535720	TCONS_00147990_cow	4.513	36.753
ENSG00000275542	XLOC_048584_cow	ENST00000622907	TCONS_00168958_cow	4.388	33.136
ENSG00000273289	XLOC_014155_cow	ENST00000608644	TCONS_00045980_cow	10.522	14.649
ENSG00000260005	XLOC_049971_cow	ENST00000575922	TCONS_00173722_cow	16.471	74.722
ENSG00000267007	XLOC_019244_cow	ENST00000586259	TCONS_00063948_cow	8.91	62.2
ENSG00000228634	XLOC_006026_cow	ENST00000447478	TCONS_00016892_cow	3.547	50.445
ENSG00000237031	XLOC_031156_cow	ENST00000627235	TCONS_00103515_cow	3.451	19.201
ENSG00000278709	XLOC_034720_cow	ENST00000614771	TCONS_00116586_cow	6.056	94.046
ENSG00000267890	XLOC_045824_cow	ENST00000600998	TCONS_00156778_cow	7.907	47.646
ENSG00000274020	XLOC_006888_cow	ENST00000440862	TCONS_00022071_cow	4.796	20.97
ENSG00000258534	XLOC_053603_cow	ENST00000555967	TCONS_00186344_cow	6.334	80.47
ENSG00000271579	XLOC_043591_cow	ENST00000603439	TCONS_00147856_cow	5.756	32.702
ENSG00000283213	XLOC_059140_cow	ENST00000636354	TCONS_00208178_cow	9.491	46.787
ENSG00000258170	XLOC_014316_cow	ENST00000552532	TCONS_00046461_cow	5.597	17.112
ENSG00000279759	XLOC_045601_cow	ENST00000622968	TCONS_00155816_cow	7.706	70.7
ENSG00000157306	XLOC_027860_cow	ENST00000554403	TCONS_00092719_cow	11.748	28.478
ENSG00000280233	XLOC_047587_cow	ENST00000623294	TCONS_00165625_cow	8.447	36.97
ENSG00000246889	XLOC_065370_cow	ENST00000500185	TCONS_00230193_cow	7.752	96.627
ENSG00000280422	XLOC_054255_cow	ENST00000624646	TCONS_00189818_cow	9.88	20.177
ENSG00000230698	XLOC_055064_cow	ENST00000435478	TCONS_00194326_cow	6.526	37.59
ENSG00000268375	XLOC_047143_cow	ENST00000594114	TCONS_00161655_cow	7.269	10.882
ENSG00000165511	XLOC_063453_cow	ENST00000625168	TCONS_00223778_cow	6.42	50.863
ENSG00000228151	XLOC_011124_cow	ENST00000417506	TCONS_00035857_cow	7.517	85.373
ENSG00000260102	XLOC_033874_cow	ENST00000561786	TCONS_00112544_cow	6.789	123.304
ENSG00000272783	XLOC_017081_cow	ENST00000608161	TCONS_00056085_cow	6.316	79.715
ENSG00000231133	XLOC_034648_cow	ENST00000447910	TCONS_00116364_cow	4.541	50.142
ENSG00000261467	XLOC_060200_cow	ENST00000567919	TCONS_00211537_cow	16.207	30.932
ENSG00000203900	XLOC_035891_cow	ENST00000370257	TCONS_00119943_cow	8.168	47.977
ENSG00000260296	XLOC_016586_cow	ENST00000567102	TCONS_00054839_cow	4.737	45.27
ENSG00000251191	XLOC_062652_cow	ENST00000518623	TCONS_00220867_cow	4.209	45.314
ENSG00000279917	XLOC_050210_cow	ENST00000623462	TCONS_00174568_cow	7.183	18.435
ENSG00000261008	XLOC_045376_cow	ENST00000561611	TCONS_00155003_cow	8.573	89.506
ENSG00000256811	XLOC_044409_cow	ENST00000543848	TCONS_00150233_cow	5.994	62.192
ENSG00000280128	XLOC_055860_cow	ENST00000624252	TCONS_00196730_cow	4.821	58.628
ENSG00000261840	XLOC_060080_cow	ENST00000568500	TCONS_00211244_cow	8.667	34.144
ENSG00000236753	XLOC_012179_cow	ENST00000429067	TCONS_00038367_cow	6.055	32.36
ENSG00000254614	XLOC_065248_cow	ENST00000526623	TCONS_00229860_cow	10.371	21.243
ENSG00000250850	XLOC_022147_cow	ENST00000509911	TCONS_00074336_cow	4.852	41.005
ENSG00000197445	XLOC_045372_cow	ENST00000358463	TCONS_00154998_cow	8.783	25.364
ENSG00000224397	XLOC_035144_cow	ENST00000421019	TCONS_00117957_cow	3.916	8.352
ENSG00000231265	XLOC_036286_cow	ENST00000431460	TCONS_00121133_cow	4.998	56.225
ENSG00000267125	XLOC_019231_cow	ENST00000592884	TCONS_00063885_cow	8.522	38.887
ENSG00000250900	XLOC_020621_cow	ENST00000509080	TCONS_00068279_cow	9.841	32.265
ENSG00000272702	XLOC_029268_cow	ENST00000610134	TCONS_00098458_cow	11.194	28.903
ENSG00000271434	XLOC_061660_cow	ENST00000440536	TCONS_00217342_cow	8.465	37.269
ENSG00000260448	XLOC_059998_cow	ENST00000563176	TCONS_00210895_cow	4.335	16.26
ENSG00000278954	XLOC_048341_cow	ENST00000622936	TCONS_00168076_cow	3.914	23.383
ENSG00000260589	XLOC_035559_cow	ENST00000563601	TCONS_00118924_cow	7.462	16.635
ENSG00000279861	XLOC_047050_cow	ENST00000624088	TCONS_00161224_cow	13.36	53.703
ENSG00000259605	XLOC_045715_cow	ENST00000559756	TCONS_00156331_cow	10.639	42.924
ENSG00000260126	XLOC_059063_cow	ENST00000567465	TCONS_00207963_cow	4.351	145.397
ENSG00000243433	XLOC_012427_cow	ENST00000479085	TCONS_00039043_cow	5.237	25.495
ENSG00000198468	XLOC_041706_cow	ENST00000356684	TCONS_00140673_cow	3.991	33.337
ENSG00000256546	XLOC_044406_cow	ENST00000423999	TCONS_00150206_cow	5.645	58.766
ENSG00000214548	XLOC_052617_cow	ENST00000524035	TCONS_00183385_cow	15.147	44.435
ENSG00000249667	XLOC_016565_cow	ENST00000507056	TCONS_00054780_cow	5.753	21.932
ENSG00000279330	XLOC_058938_cow	ENST00000622989	TCONS_00212663_cow	3.522	5.354
ENSG00000246582	XLOC_022249_cow	ENST00000517774	TCONS_00074688_cow	11.897	32.341
ENSG00000282882	XLOC_049405_cow	ENST00000634974	TCONS_00171659_cow	6.357	33.829
ENSG00000205015	XLOC_045063_cow	ENST00000378340	TCONS_00153971_cow	4.525	39.696
ENSG00000228021	XLOC_061041_cow	ENST00000621613	TCONS_00217985_cow	7.035	35.908
ENSG00000279652	XLOC_013505_cow	ENST00000625157	TCONS_00044052_cow	3.517	30.277
ENSG00000223891	XLOC_035008_cow	ENST00000439943	TCONS_00117602_cow	8.11	83.116
ENSG00000268912	XLOC_047395_cow	ENST00000594816	TCONS_00162883_cow	4.478	14.925
ENSG00000263718	XLOC_048640_cow	ENST00000582422	TCONS_00169180_cow	4.955	30.013
ENSG00000267114	XLOC_046993_cow	ENST00000591646	TCONS_00161024_cow	5.687	18.917
ENSG00000235885	XLOC_029827_cow	ENST00000452716	TCONS_00099760_cow	4.505	46.973
ENSG00000263278	XLOC_048619_cow	ENST00000571452	TCONS_00169081_cow	7.422	45.688
ENSG00000268199	XLOC_018536_cow	ENST00000594590	TCONS_00061580_cow	5.612	34.222
ENSG00000278716	XLOC_045008_cow	ENST00000620845	TCONS_00153818_cow	10.584	50.503
ENSG00000245532	XLOC_064535_cow	ENST00000501122	TCONS_00227798_cow	17.699	25.162
ENSG00000269814	XLOC_047063_cow	ENST00000598924	TCONS_00161274_cow	6.886	103.686
ENSG00000258197	XLOC_035698_cow	ENST00000549659	TCONS_00119216_cow	5.925	39.275
ENSG00000242407	XLOC_049582_cow	ENST00000495536	TCONS_00172388_cow	6.355	65.318
ENSG00000249550	XLOC_043615_cow	ENST00000510694	TCONS_00147915_cow	5.784	48.32
ENSG00000269939	XLOC_064149_cow	ENST00000602322	TCONS_00226659_cow	6.896	126.794
ENSG00000258559	XLOC_028777_cow	ENST00000554532	TCONS_00094859_cow	4.821	49.112
ENSG00000227128	XLOC_061370_cow	ENST00000430651	TCONS_00216609_cow	8.827	34.462
ENSG00000267077	XLOC_059766_cow	ENST00000592465	TCONS_00210393_cow	3.636	16.568
ENSG00000207955	XLOC_030321_cow	ENST00000608502	TCONS_00101072_cow	3.573	23.043
ENSG00000267373	XLOC_020041_cow	ENST00000587693	TCONS_00066303_cow	5.127	72.848
ENSG00000279425	XLOC_045942_cow	ENST00000623742	TCONS_00157331_cow	4.662	37.744
